# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	34321	35430	+	ICBHIB_00025	530.0	3.1e-187	0.997	0.838	0.758	UniRef:UniRef50_S2WMY7
contig_1	cds	35696	36883	+	ICBHIB_00026	447.0	3.1e-154	0.975	0.867	0.618	UniRef:UniRef50_A0A7Y5TRU3
contig_1	cds	36968	38350	+	ICBHIB_00027	650.0	5.2e-232	0.998	0.881	0.723	UniRef:UniRef50_S3XPD8
contig_1	cds	38407	38808	-	ICBHIB_00028	-	-	-	-	-	-
contig_1	cds	39050	39706	-	ICBHIB_00029	247.0	3.8e-81	0.986	0.878	0.609	UniRef:UniRef50_S2VPH1
contig_1	cds	39712	41250	-	ICBHIB_00030	566.0	7.3e-197	0.953	0.826	0.584	UniRef:UniRef50_G4CXE2
contig_1	cds	41247	42056	-	ICBHIB_00031	300.0	1.3e-100	0.888	0.824	0.582	UniRef:UniRef50_S2W5L9
contig_1	cds	42097	43800	-	ICBHIB_00032	842.0	6.0e-305	0.993	0.949	0.780	UniRef:UniRef50_A0A1M6AKL4
contig_1	cds	44305	45306	+	ICBHIB_00033	603.0	4.5e-218	1.0	0.935	1.0	UniRef:UniRef50_D7GFP8
contig_1	cds	45433	46836	+	ICBHIB_00034	538.0	1.1e-186	1.026	0.824	0.568	UniRef:UniRef50_B2GFS8
contig_1	cds	46836	47759	+	ICBHIB_00035	284.0	6.6e-93	0.997	0.895	0.523	UniRef:UniRef50_A0A383S8Q8
contig_1	cds	47972	49459	+	ICBHIB_00036	579.0	3.3e-203	0.998	0.915	0.607	UniRef:UniRef50_F2UXU3
contig_1	cds	49778	51268	+	ICBHIB_00037	631.0	1.6e-223	1.038	0.954	0.643	UniRef:UniRef50_F2UXU3
contig_1	cds	51279	52280	+	ICBHIB_00038	390.0	1.3e-133	1.195	0.995	0.530	UniRef:UniRef50_C0W599
contig_1	cds	52501	53949	+	ICBHIB_00039	694.0	2.2e-248	0.985	0.836	0.737	UniRef:UniRef50_A0R2V7
contig_1	cds	54149	54649	-	ICBHIB_00040	174.0	3.1e-54	0.946	0.940	0.605	UniRef:UniRef50_P9WKG5
contig_1	cds	54646	55410	-	ICBHIB_00041	479.0	2.6e-172	1.0	1.0	0.996	UniRef:UniRef50_A0A2C7AQ39
contig_1	cds	55474	55959	-	ICBHIB_00042	162.0	1.6e-49	0.994	0.812	0.575	UniRef:UniRef50_S3Y9A1
contig_1	cds	56100	56777	-	ICBHIB_00043	279.0	2.7e-93	1.027	0.828	0.641	UniRef:UniRef50_P9WGL9
contig_1	cds	56783	58030	-	ICBHIB_00044	796.0	3.5e-292	1.0	1.0	1.0	UniRef:UniRef50_A0A383S6H7
contig_1	cds	58264	58941	+	ICBHIB_00045	251.0	8.3e-83	0.996	0.903	0.545	UniRef:UniRef50_D7GFR1
contig_1	cds	59141	59890	-	ICBHIB_00046	355.0	8.5e-123	1.0	0.886	0.711	UniRef:UniRef50_P30798
contig_1	cds	60221	60952	+	ICBHIB_00047	256.0	2.5e-84	0.959	0.940	0.601	UniRef:UniRef50_A0A383S4R2
contig_1	cds	61067	61786	+	ICBHIB_00048	248.0	1.5e-80	1.008	0.817	0.552	UniRef:UniRef50_A0A3S4Z0C4
contig_1	cds	61917	62288	-	ICBHIB_00049	-	-	-	-	-	-
contig_1	cds	62305	62553	-	ICBHIB_00050	158.0	9.5e-51	1.0	1.0	1.0	UniRef:UniRef50_G4CVR9
contig_1	cds	62569	64143	-	ICBHIB_00051	567.0	1.1e-197	0.971	0.922	0.550	UniRef:UniRef50_P54541
contig_1	cds	64159	65676	-	ICBHIB_00052	671.0	1.7e-238	0.986	0.869	0.673	UniRef:UniRef50_A0A0F6R2Z1
contig_1	cds	65945	67270	-	ICBHIB_00053	446.0	1.3e-152	0.984	0.914	0.539	UniRef:UniRef50_Q9F2S0
contig_1	cds	67328	68107	-	ICBHIB_00054	449.0	6.0e-160	0.892	0.828	0.996	UniRef:UniRef50_D7GFS0
contig_1	cds	68159	69619	+	ICBHIB_00055	489.0	1.8e-168	0.920	0.894	0.584	UniRef:UniRef50_D7GFS1
contig_1	cds	69648	70646	-	ICBHIB_00056	377.0	1.6e-128	0.961	0.826	0.630	UniRef:UniRef50_A0A4U6QLH9
contig_1	cds	70769	71827	-	ICBHIB_00057	687.0	2.5e-251	1.0	1.0	0.983	UniRef:UniRef50_P72183
contig_1	cds	71824	73392	-	ICBHIB_00058	918.0	0.0	1.027	0.998	0.925	UniRef:UniRef50_O32434
contig_1	cds	73396	74517	-	ICBHIB_00059	521.0	1.6e-184	0.968	0.919	0.701	UniRef:UniRef50_A0A375I397
contig_1	cds	74519	76417	-	ICBHIB_00060	688.0	2.4e-242	0.968	0.952	0.611	UniRef:UniRef50_A0A8B3FR67
contig_1	cds	76414	77346	-	ICBHIB_00061	369.0	8.4e-127	0.961	0.928	0.688	UniRef:UniRef50_D7GFS7
contig_1	cds	77343	78596	-	ICBHIB_00062	406.0	1.6e-137	1.0	0.914	0.547	UniRef:UniRef50_A0A8B3FTZ0
contig_1	cds	78805	80715	+	ICBHIB_00063	733.0	2.2e-258	0.972	0.845	0.602	UniRef:UniRef50_P9WN33
contig_1	cds	80848	82689	+	ICBHIB_00064	802.0	2.7e-288	0.976	1.0	0.672	UniRef:UniRef50_K2FFZ5
contig_1	cds	83017	83625	-	ICBHIB_00065	209.0	4.4e-67	0.965	0.947	0.574	UniRef:UniRef50_A0A7D7L006
contig_1	cds	83872	84795	-	ICBHIB_00066	624.0	4.7e-227	1.0	0.885	1.0	UniRef:UniRef50_P42416
contig_1	cds	84970	85317	-	ICBHIB_00067	-	-	-	-	-	-
contig_1	cds	85461	86450	-	ICBHIB_00068	350.0	1.2e-118	1.0	0.971	0.550	UniRef:UniRef50_A0A3S5ESG9
contig_1	cds	86764	87840	-	ICBHIB_00069	429.0	7.9e-148	0.978	0.822	0.634	UniRef:UniRef50_A0A847MTE2
contig_1	cds	88034	88786	-	ICBHIB_00070	296.0	3.7e-99	0.980	0.828	0.624	UniRef:UniRef50_G9PH91
contig_1	cds	89060	90049	+	ICBHIB_00071	392.0	2.2e-134	0.988	0.827	0.618	UniRef:UniRef50_A0A3P1SFF6
contig_1	cds	90052	90921	+	ICBHIB_00072	333.0	1.6e-112	0.993	0.829	0.603	UniRef:UniRef50_A0A2P8DZT8
contig_1	cds	90918	91790	+	ICBHIB_00073	358.0	1.4e-122	0.993	0.873	0.580	UniRef:UniRef50_A0A3N4D4X6
contig_1	cds	91890	93797	+	ICBHIB_00074	673.0	9.3e-236	1.033	0.972	0.547	UniRef:UniRef50_A0A1P8YLU3
contig_1	cds	94063	95568	+	ICBHIB_00075	654.0	5.6e-232	0.958	0.818	0.667	UniRef:UniRef50_A0A429BS80
contig_1	cds	95907	97505	+	ICBHIB_00076	625.0	4.6e-220	1.011	0.913	0.610	UniRef:UniRef50_A0A448NY65
contig_1	cds	97671	98963	+	ICBHIB_00077	684.0	2.4e-247	1.0	1.0	0.977	UniRef:UniRef50_D7GFU3
contig_1	cds	99089	100237	+	ICBHIB_00078	399.0	4.0e-136	0.974	0.903	0.559	UniRef:UniRef50_A0A841AEY3
contig_1	cds	100409	100576	+	ICBHIB_00079	-	-	-	-	-	-
contig_1	cds	100537	100812	-	ICBHIB_00080	-	-	-	-	-	-
contig_1	cds	101067	102089	-	ICBHIB_00081	452.0	1.8e-158	1.0	0.988	0.656	UniRef:UniRef50_I0IIK7
contig_1	cds	102318	102944	-	ICBHIB_00082	-	-	-	-	-	-
contig_1	cds	102950	103642	-	ICBHIB_00083	231.0	8.9e-75	0.930	0.926	0.561	UniRef:UniRef50_A0A0Q7JV11
contig_1	cds	103718	104461	+	ICBHIB_00084	492.0	2.0e-177	1.0	1.0	1.0	UniRef:UniRef50_A0A7W3P4I1
contig_1	cds	104669	105538	-	ICBHIB_00085	468.0	1.4e-166	1.0	1.0	1.0	UniRef:UniRef50_A0A344UWN3
contig_1	cds	105808	106365	-	ICBHIB_00086	198.0	4.3e-63	0.968	0.865	0.642	UniRef:UniRef50_P9WHK9
contig_1	cds	106445	107053	-	ICBHIB_00087	359.0	2.5e-126	1.0	1.0	0.911	UniRef:UniRef50_A0A2C7ASS1
contig_1	cds	107205	108122	-	ICBHIB_00088	617.0	3.5e-225	1.0	1.0	0.997	UniRef:UniRef50_D7GFV4
contig_1	cds	108337	110328	+	ICBHIB_00089	742.0	3.2e-262	0.964	0.914	0.638	UniRef:UniRef50_A0A2Z3YMU7
contig_1	cds	110449	113049	-	ICBHIB_00090	1077.0	0.0	1.161	0.994	0.611	UniRef:UniRef50_A0A542XFC6
contig_1	cds	113408	114775	-	ICBHIB_00091	604.0	1.7e-214	0.980	0.912	0.664	UniRef:UniRef50_Q0RD26
contig_1	cds	114917	116572	-	ICBHIB_00092	545.0	2.3e-187	1.011	0.886	0.557	UniRef:UniRef50_A0A0J6VGX1
contig_1	cds	117107	118390	-	ICBHIB_00093	514.0	1.1e-179	1.002	0.886	0.584	UniRef:UniRef50_A0QQH7
contig_1	cds	118587	118802	-	ICBHIB_00094	-	-	-	-	-	-
contig_1	cds	118997	120493	-	ICBHIB_00095	555.0	6.0e-194	0.980	0.926	0.572	UniRef:UniRef50_Q2G1J0
contig_1	cds	120912	121925	+	ICBHIB_00096	398.0	3.5e-137	1.0	0.939	0.638	UniRef:UniRef50_D7GFW2
contig_1	cds	122025	122705	-	ICBHIB_00097	312.0	1.3e-106	0.965	0.835	0.688	UniRef:UniRef50_A0A1D9MMP7
contig_1	cds	122984	123538	+	ICBHIB_00098	360.0	3.1e-127	1.0	1.0	1.0	UniRef:UniRef50_A0A2C7Z7P1
contig_1	cds	123535	124170	+	ICBHIB_00099	177.0	1.7e-54	0.815	0.878	0.517	UniRef:UniRef50_H6MXD7
contig_1	cds	124377	125897	+	ICBHIB_00100	534.0	4.9e-185	1.091	0.991	0.529	UniRef:UniRef50_D7GFW6
contig_1	cds	126323	126667	+	ICBHIB_00101	147.0	3.3e-45	0.991	1.0	0.681	UniRef:UniRef50_A0A077M6R0
contig_1	ncRNA-region	126622	126756	+	-	52.0	5.1e-09	-	-	-	RFAM:RF01497
contig_1	cds	126700	127587	+	ICBHIB_00102	508.0	1.3e-181	1.0	0.908	0.834	UniRef:UniRef50_A0A916YFP2
contig_1	cds	127637	127816	+	ICBHIB_00103	-	-	-	-	-	-
contig_1	cds	127813	129348	+	ICBHIB_00104	503.0	9.4e-173	0.967	0.910	0.534	UniRef:UniRef50_D7GFX0
contig_1	tRNA	129466	129539	-	ICBHIB_00105	74.7	-	-	-	-	-
contig_1	cds	129690	130661	-	ICBHIB_00106	657.0	2.8e-240	1.0	1.0	0.997	UniRef:UniRef50_S2WID6
contig_1	cds	130658	132865	-	ICBHIB_00107	994.0	0.0	1.004	0.853	0.702	UniRef:UniRef50_A0A1H9TCC9
contig_1	cds	133061	133444	+	ICBHIB_00108	268.0	8.4e-93	1.0	1.0	1.0	UniRef:UniRef50_A0A1R4K2T9
contig_1	cds	133434	133625	+	ICBHIB_00109	-	-	-	-	-	-
contig_1	cds	133622	134077	+	ICBHIB_00110	147.0	4.3e-44	0.960	0.838	0.579	UniRef:UniRef50_A0A257VY29
contig_1	cds	134085	134843	+	ICBHIB_00111	498.0	1.5e-179	1.0	1.0	1.0	UniRef:UniRef50_A0A7X7G9E9
contig_1	cds	134929	135624	+	ICBHIB_00112	439.0	3.2e-157	1.004	1.0	0.944	UniRef:UniRef50_A0AAN0K6B8
contig_1	cds	135663	136016	+	ICBHIB_00113	114.0	1.0e-31	0.983	0.816	0.548	UniRef:UniRef50_A4AHX0
contig_1	cds	136147	137811	-	ICBHIB_00114	864.0	0.0	0.995	0.908	0.806	UniRef:UniRef50_K6WDZ6
contig_1	cds	138162	138428	+	ICBHIB_00115	94.7	3.0e-25	1.0	0.989	0.580	UniRef:UniRef50_A0A077HLC8
contig_1	cds	138542	141187	+	ICBHIB_00116	788.0	1.7e-275	0.806	0.901	0.593	UniRef:UniRef50_Q5ZWR1
contig_1	cds	141336	142553	+	ICBHIB_00117	399.0	4.8e-135	0.990	0.889	0.536	UniRef:UniRef50_A0A8B3FKI4
contig_1	cds	142592	143824	-	ICBHIB_00118	784.0	1.8e-287	1.0	1.0	0.993	UniRef:UniRef50_D7GFY3
contig_1	cds	143908	145200	-	ICBHIB_00119	754.0	5.7e-275	0.986	0.972	0.866	UniRef:UniRef50_A0A498QIU8
contig_1	cds	145463	145831	-	ICBHIB_00120	-	-	-	-	-	-
contig_1	cds	145933	146307	-	ICBHIB_00121	-	-	-	-	-	-
contig_1	cds	146857	147804	+	ICBHIB_00122	-	-	-	-	-	-
contig_1	cds	148006	149775	+	ICBHIB_00123	541.0	2.7e-185	0.942	0.885	0.544	UniRef:UniRef50_A0A564VS62
contig_1	cds	149839	150957	-	ICBHIB_00124	298.0	2.1e-96	0.997	0.903	0.518	UniRef:UniRef50_A0A0F0LWY8
contig_1	cds	151330	153726	+	ICBHIB_00125	1238.0	0.0	0.981	0.914	0.791	UniRef:UniRef50_S2VRG9
contig_1	cds	153716	153931	+	ICBHIB_00126	-	-	-	-	-	-
contig_1	cds	153935	154855	-	ICBHIB_00127	520.0	2.0e-186	0.997	0.997	0.892	UniRef:UniRef50_D7GF41
contig_1	cds	154925	156007	+	ICBHIB_00128	251.0	1.1e-78	0.936	0.864	0.504	UniRef:UniRef50_A0A7W4D483
contig_1	cds	156075	157286	-	ICBHIB_00129	738.0	9.2e-269	1.025	0.912	0.932	UniRef:UniRef50_A0A4R9BES1
contig_1	cds	157295	158125	-	ICBHIB_00130	307.0	9.5e-104	0.891	0.969	0.695	UniRef:UniRef50_A0A853C4N9
contig_1	cds	158128	158361	-	ICBHIB_00131	82.8	8.9e-21	1.013	0.929	0.538	UniRef:UniRef50_A0A7U3VMP3
contig_1	cds	158358	158756	-	ICBHIB_00132	-	-	-	-	-	-
contig_1	cds	158710	159612	-	ICBHIB_00133	-	-	-	-	-	-
contig_1	cds	159788	160435	+	ICBHIB_00134	415.0	1.0e-147	1.0	0.923	1.0	UniRef:UniRef50_B2HPZ9
contig_1	cds	160950	161123	+	ICBHIB_00135	-	-	-	-	-	-
contig_1	cds	161120	162283	+	ICBHIB_00136	401.0	6.1e-136	1.059	0.869	0.559	UniRef:UniRef50_A0A022L1P9
contig_1	cds	162367	163293	-	ICBHIB_00137	274.0	9.9e-89	0.948	0.813	0.586	UniRef:UniRef50_F2UW12
contig_1	cds	163609	165294	+	ICBHIB_00138	-	-	-	-	-	-
contig_1	cds	165291	166823	+	ICBHIB_00139	1029.0	0.0	1.002	1.0	0.998	UniRef:UniRef50_D7GF59
contig_1	cds	166912	167571	+	ICBHIB_00140	402.0	1.9e-142	1.0	0.862	0.973	UniRef:UniRef50_D7GF60
contig_1	cds	167550	167816	-	ICBHIB_00141	164.0	1.1e-52	1.0	1.0	1.0	UniRef:UniRef50_A0A2C7YQZ6
contig_1	cds	167895	168767	-	ICBHIB_00142	427.0	1.0e-150	0.869	0.969	0.984	UniRef:UniRef50_UPI0009BD5CA5
contig_1	cds	169340	170035	-	ICBHIB_00143	265.0	2.8e-88	0.965	0.925	0.592	UniRef:UniRef50_D7GF76
contig_1	cds	170424	171575	-	ICBHIB_00144	310.0	9.5e-101	0.937	0.825	0.518	UniRef:UniRef50_A0A5B7WWA7
contig_1	cds	171733	172698	+	ICBHIB_00145	617.0	2.5e-224	1.0	1.0	1.0	UniRef:UniRef50_D7GF79
contig_1	cds	172662	173432	-	ICBHIB_00146	494.0	4.8e-178	1.0	1.0	0.996	UniRef:UniRef50_D7GF80
contig_1	cds	173526	174635	-	ICBHIB_00147	608.0	3.5e-218	1.0	0.831	0.973	UniRef:UniRef50_D7GF83
contig_1	cds	174635	174859	-	ICBHIB_00148	-	-	-	-	-	-
contig_1	cds	175647	176204	-	ICBHIB_00149	-	-	-	-	-	-
contig_1	cds	176251	177603	-	ICBHIB_00150	654.0	3.4e-235	0.958	0.989	0.733	UniRef:UniRef50_A0A498QIU8
contig_1	cds	177810	179648	-	ICBHIB_00151	1018.0	0.0	0.992	0.913	0.848	UniRef:UniRef50_A0A0Q6GXS2
contig_1	cds	179752	180798	-	ICBHIB_00152	388.0	2.5e-132	0.983	0.859	0.544	UniRef:UniRef50_A0A1A2N6X7
contig_1	cds	181385	182458	-	ICBHIB_00153	345.0	6.0e-117	0.812	1.0	0.645	UniRef:UniRef50_A0A094PKZ0
contig_1	cds	182553	183824	-	ICBHIB_00154	-	-	-	-	-	-
contig_1	cds	183974	185323	+	ICBHIB_00155	-	-	-	-	-	-
contig_1	cds	185255	186493	-	ICBHIB_00156	803.0	3.5e-295	1.0	1.0	0.998	UniRef:UniRef50_P9WKG1
contig_1	cds	186510	187661	+	ICBHIB_00157	714.0	1.3e-259	1.0	0.838	0.995	UniRef:UniRef50_D7GF98
contig_1	cds	187709	187951	+	ICBHIB_00158	67.0	1.4e-14	0.800	0.831	0.531	UniRef:UniRef50_A0A1G9BFX2
contig_1	cds	187996	188733	-	ICBHIB_00159	493.0	4.2e-178	1.0	1.0	0.996	UniRef:UniRef50_A0A1H9RFY0
contig_1	cds	188932	189741	+	ICBHIB_00160	355.0	5.4e-122	0.985	0.849	0.672	UniRef:UniRef50_Q47SS3
contig_1	cds	189754	190272	-	ICBHIB_00161	-	-	-	-	-	-
contig_1	cds	190310	192994	-	ICBHIB_00162	1776.0	0.0	1.003	1.0	0.991	UniRef:UniRef50_D7GFA3
contig_1	cds	193167	194093	-	ICBHIB_00163	315.0	4.9e-105	0.922	0.838	0.542	UniRef:UniRef50_A0A022L0Y5
contig_1	cds	194188	194691	+	ICBHIB_00164	213.0	7.2e-70	0.988	0.982	0.655	UniRef:UniRef50_A0A087EFF7
contig_1	cds	194778	195212	+	ICBHIB_00165	262.0	1.0e-89	0.938	0.900	1.0	UniRef:UniRef50_A0A344UUX7
contig_1	cds	195328	196290	-	ICBHIB_00166	610.0	6.3e-222	1.0	1.0	1.0	UniRef:UniRef50_D7GFA7
contig_1	cds	196376	197806	-	ICBHIB_00167	796.0	5.4e-290	0.958	0.942	0.969	UniRef:UniRef50_A0A375I153
contig_1	cds	197987	198676	+	ICBHIB_00168	243.0	5.3e-79	0.952	0.820	0.564	UniRef:UniRef50_B2GFP9
contig_1	cds	198788	199423	+	ICBHIB_00169	213.0	2.3e-68	0.915	0.906	0.591	UniRef:UniRef50_A0A239K3G4
contig_1	cds	199543	200073	+	ICBHIB_00170	-	-	-	-	-	-
contig_1	cds	200178	200825	-	ICBHIB_00171	194.0	8.2e-61	1.005	0.995	0.519	UniRef:UniRef50_A0A1H9RGK8
contig_1	cds	201003	201617	+	ICBHIB_00172	-	-	-	-	-	-
contig_1	cds	201614	202120	+	ICBHIB_00173	201.0	8.1e-65	1.0	0.933	0.554	UniRef:UniRef50_D7GFB4
contig_1	cds	202146	202601	-	ICBHIB_00174	-	-	-	-	-	-
contig_1	cds	202735	203139	-	ICBHIB_00175	171.0	2.9e-54	1.030	1.0	0.638	UniRef:UniRef50_D7GFB6
contig_1	cds	203152	203241	-	ICBHIB_00176	-	-	-	-	-	-
contig_1	cds	203269	203919	-	ICBHIB_00177	-	-	-	-	-	-
contig_1	cds	204128	205078	+	ICBHIB_00178	590.0	4.7e-214	1.016	1.0	0.981	UniRef:UniRef50_D7GFB9
contig_1	cds	205127	205831	+	ICBHIB_00179	271.0	2.9e-90	0.974	0.887	0.588	UniRef:UniRef50_A0A7Z0DAJ6
contig_1	cds	206006	206818	-	ICBHIB_00180	490.0	8.5e-176	1.0	0.944	0.996	UniRef:UniRef50_S2W084
contig_1	cds	206955	207704	-	ICBHIB_00181	345.0	1.4e-118	1.0	0.806	0.643	UniRef:UniRef50_E3HFG9
contig_1	cds	208007	208780	+	ICBHIB_00182	228.0	4.6e-72	1.008	0.835	0.525	UniRef:UniRef50_A0A1H8VCB1
contig_1	cds	208997	210460	+	ICBHIB_00183	523.0	4.3e-181	0.940	0.837	0.633	UniRef:UniRef50_A0A0N9XN64
contig_1	cds	210518	211789	-	ICBHIB_00184	456.0	2.5e-157	0.953	0.894	0.591	UniRef:UniRef50_A0A916TDF8
contig_1	ncRNA-region	211872	211945	-	-	39.9	2.3e-05	-	-	-	RFAM:RF01734
contig_1	cds	212080	212718	-	ICBHIB_00185	-	-	-	-	-	-
contig_1	cds	212783	214210	+	ICBHIB_00186	854.0	0.0	0.994	0.927	0.981	UniRef:UniRef50_A0A7I8DN60
contig_1	tRNA	214294	214366	-	ICBHIB_00187	56.5	-	-	-	-	-
contig_1	cds	214476	215432	-	ICBHIB_00188	322.0	5.2e-108	0.984	0.975	0.588	UniRef:UniRef50_D7GFC8
contig_1	cds	215429	215944	-	ICBHIB_00189	174.0	1.1e-54	0.836	0.953	0.601	UniRef:UniRef50_X8CPM2
contig_1	cds	216024	216665	-	ICBHIB_00190	-	-	-	-	-	-
contig_1	cds	216930	218219	-	ICBHIB_00191	601.0	1.3e-213	0.988	0.872	0.724	UniRef:UniRef50_Q8NRS1
contig_1	cds	218334	219005	-	ICBHIB_00192	428.0	6.4e-153	1.0	1.0	1.0	UniRef:UniRef50_D7GFD2
contig_1	cds	219005	219538	-	ICBHIB_00193	-	-	-	-	-	-
contig_1	cds	219660	223355	-	ICBHIB_00194	1527.0	0.0	0.985	0.948	0.648	UniRef:UniRef50_A0A5Q2FG21
contig_1	cds	223434	223799	-	ICBHIB_00195	-	-	-	-	-	-
contig_1	cds	223867	224457	-	ICBHIB_00196	192.0	8.8e-61	0.990	0.985	0.526	UniRef:UniRef50_A0A0Q6VPE3
contig_1	cds	224665	225324	-	ICBHIB_00197	184.0	1.4e-56	0.863	0.804	0.519	UniRef:UniRef50_A0A1I5CXX4
contig_1	cds	225702	226697	-	ICBHIB_00198	391.0	3.5e-134	0.973	0.863	0.627	UniRef:UniRef50_A0A164CBC5
contig_1	cds	226731	228278	-	ICBHIB_00199	466.0	6.0e-159	0.918	0.946	0.558	UniRef:UniRef50_A0A344UW23
contig_1	tRNA	228465	228543	-	ICBHIB_00200	52.0	-	-	-	-	-
contig_1	cds	228705	229751	+	ICBHIB_00201	394.0	5.5e-135	0.983	0.919	0.599	UniRef:UniRef50_A0A2E1NNN6
contig_1	cds	229894	230655	+	ICBHIB_00202	464.0	4.8e-166	1.028	0.942	0.973	UniRef:UniRef50_D7GFE3
contig_1	cds	230690	231667	-	ICBHIB_00203	268.0	1.9e-86	0.923	0.877	0.530	UniRef:UniRef50_A0A375I1I9
contig_1	cds	231744	232613	-	ICBHIB_00204	311.0	1.6e-104	0.958	0.891	0.614	UniRef:UniRef50_Q47SX4
contig_1	cds	232610	233566	-	ICBHIB_00205	630.0	2.2e-229	1.0	0.930	0.987	UniRef:UniRef50_D7GFE6
contig_1	cds	233771	234721	-	ICBHIB_00206	300.0	4.5e-99	0.877	0.803	0.599	UniRef:UniRef50_A0A6G7Y4N5
contig_1	cds	234735	237122	-	ICBHIB_00207	1500.0	0.0	1.030	1.0	0.958	UniRef:UniRef50_D7GFE8
contig_1	cds	237409	238968	+	ICBHIB_00208	570.0	1.5e-198	1.118	0.997	0.502	UniRef:UniRef50_A0A255GG51
contig_1	cds	239018	240082	+	ICBHIB_00209	662.0	3.3e-241	1.0	1.0	1.0	UniRef:UniRef50_D7GFF0
contig_1	cds	240204	241757	+	ICBHIB_00210	479.0	1.0e-164	0.876	0.972	0.561	UniRef:UniRef50_A0A5Q6RYB7
contig_1	cds	241788	242309	-	ICBHIB_00211	-	-	-	-	-	-
contig_1	cds	242573	243769	+	ICBHIB_00212	349.0	6.6e-116	0.915	0.839	0.555	UniRef:UniRef50_A0A5P8FJC9
contig_1	ncRNA-region	243819	243890	+	-	44.7	3.5e-06	-	-	-	RFAM:RF01734
contig_1	cds	243926	244459	+	ICBHIB_00213	-	-	-	-	-	-
contig_1	cds	244456	244872	+	ICBHIB_00214	154.0	2.1e-47	0.899	0.849	0.629	UniRef:UniRef50_D7GFF6
contig_1	cds	244869	245255	+	ICBHIB_00215	-	-	-	-	-	-
contig_1	cds	245315	245788	+	ICBHIB_00216	-	-	-	-	-	-
contig_1	cds	245850	247157	+	ICBHIB_00217	854.0	0.0	1.193	1.0	0.836	UniRef:UniRef50_G9PHX7
