# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	30522	32135	+	OEJLDF_00026	-	-	-	-	-	-
contig_1	cds	32238	32534	-	OEJLDF_00027	-	-	-	-	-	-
contig_1	cds	32870	33529	+	OEJLDF_00028	250.0	1.5e-82	1.078	0.979	0.576	UniRef:UniRef50_D7GHG9
contig_1	cds	33650	33964	+	OEJLDF_00029	123.0	3.3e-36	0.817	0.825	0.776	UniRef:UniRef50_U1S8W6
contig_1	cds	33961	34221	+	OEJLDF_00030	97.8	2.2e-26	0.977	0.857	0.500	UniRef:UniRef50_A0A2V5LCX1
contig_1	cds	34242	34529	-	OEJLDF_00031	179.0	1.7e-58	1.0	0.848	0.937	UniRef:UniRef50_D7GHG8
contig_1	cds	34643	36115	+	OEJLDF_00032	-	-	-	-	-	-
contig_1	cds	36331	37869	-	OEJLDF_00033	759.0	6.5e-274	0.947	0.887	0.821	UniRef:UniRef50_D7GHG6
contig_1	cds	38237	38638	-	OEJLDF_00034	-	-	-	-	-	-
contig_1	cds	39573	40067	-	OEJLDF_00035	-	-	-	-	-	-
contig_1	cds	40010	41539	-	OEJLDF_00036	-	-	-	-	-	-
contig_1	cds	41539	42504	-	OEJLDF_00037	-	-	-	-	-	-
contig_1	cds	42501	43430	-	OEJLDF_00038	-	-	-	-	-	-
contig_1	cds	43967	45178	+	OEJLDF_00039	392.0	7.9e-132	0.968	0.816	0.549	UniRef:UniRef50_A0A839QGS9
contig_1	cds	45197	46531	+	OEJLDF_00040	520.0	1.1e-181	0.950	0.876	0.618	UniRef:UniRef50_A0A839QSQ7
contig_1	cds	46733	48061	+	OEJLDF_00041	788.0	2.8e-287	0.952	0.842	0.995	UniRef:UniRef50_A0A2C7APS2
contig_1	cds	48064	48234	+	OEJLDF_00042	-	-	-	-	-	-
contig_1	cds	48231	48890	+	OEJLDF_00043	209.0	7.2e-66	1.0	0.830	0.511	UniRef:UniRef50_A0A2P9FBJ8
contig_1	cds	49126	50778	-	OEJLDF_00044	696.0	8.1e-248	0.976	0.924	0.652	UniRef:UniRef50_S3WUI9
contig_1	cds	50795	51985	-	OEJLDF_00045	437.0	1.4e-150	0.995	0.906	0.589	UniRef:UniRef50_G9PH86
contig_1	cds	52363	52521	-	OEJLDF_00046	-	-	-	-	-	-
contig_1	cds	52656	53438	-	OEJLDF_00047	496.0	8.3e-179	1.004	1.0	0.992	UniRef:UniRef50_A0A509MA08
contig_1	cds	53711	54121	+	OEJLDF_00048	229.0	6.8e-77	1.0	0.971	0.963	UniRef:UniRef50_D7GHF4
contig_1	cds	54158	55075	-	OEJLDF_00049	-	-	-	-	-	-
contig_1	tRNA	55166	55239	-	OEJLDF_00050	80.6	-	-	-	-	-
contig_1	cds	55313	55831	-	OEJLDF_00051	-	-	-	-	-	-
contig_1	cds	55988	56899	-	OEJLDF_00052	380.0	1.2e-130	0.993	0.822	0.605	UniRef:UniRef50_A0A7R6WBN5
contig_1	cds	57072	57644	-	OEJLDF_00053	167.0	1.9e-50	0.989	0.817	0.500	UniRef:UniRef50_W6JYB4
contig_1	cds	57709	58506	-	OEJLDF_00054	239.0	1.1e-76	0.981	0.922	0.531	UniRef:UniRef50_A0A3P3VYR2
contig_1	cds	58747	59022	+	OEJLDF_00055	125.0	6.0e-37	0.978	0.802	0.629	UniRef:UniRef50_U1Q991
contig_1	cds	59152	60036	-	OEJLDF_00056	576.0	4.4e-209	1.0	1.0	1.0	UniRef:UniRef50_D7GHE6
contig_1	cds	60258	62990	-	OEJLDF_00057	1149.0	0.0	0.940	0.909	0.678	UniRef:UniRef50_A0A3S4WX55
contig_1	cds	63037	65079	-	OEJLDF_00058	895.0	0.0	0.993	0.923	0.680	UniRef:UniRef50_C9KQA6
contig_1	cds	65499	65975	-	OEJLDF_00059	-	-	-	-	-	-
contig_1	cds	65998	67305	-	OEJLDF_00060	855.0	0.0	1.193	1.0	0.838	UniRef:UniRef50_G9PHX7
contig_1	cds	67469	67870	+	OEJLDF_00061	-	-	-	-	-	-
contig_1	cds	67843	68382	+	OEJLDF_00062	-	-	-	-	-	-
contig_1	cds	68436	69668	+	OEJLDF_00063	414.0	6.0e-141	0.993	0.893	0.563	UniRef:UniRef50_A0A0B2ABQ3
contig_1	cds	69735	71153	-	OEJLDF_00064	536.0	4.2e-187	1.013	0.964	0.565	UniRef:UniRef50_A0A7C8FYY5
contig_1	cds	71158	72156	-	OEJLDF_00065	501.0	2.4e-178	0.988	0.973	0.735	UniRef:UniRef50_A0A7K0G7D0
contig_1	cds	72289	75687	-	OEJLDF_00066	1689.0	0.0	1.187	1.0	0.766	UniRef:UniRef50_A0A2C7AMA3
contig_1	cds	75980	77167	+	OEJLDF_00067	546.0	5.4e-194	0.959	0.979	0.670	UniRef:UniRef50_A0A5M8P9S5
contig_1	cds	77164	77478	+	OEJLDF_00068	-	-	-	-	-	-
contig_1	cds	77454	79199	+	OEJLDF_00069	1186.0	0.0	1.0	0.857	0.998	UniRef:UniRef50_D7GHI6
contig_1	cds	79171	80088	+	OEJLDF_00070	-	-	-	-	-	-
contig_1	cds	80239	80868	+	OEJLDF_00071	213.0	6.8e-68	0.976	0.819	0.505	UniRef:UniRef50_E5YES0
contig_1	cds	81019	83334	-	OEJLDF_00072	895.0	0.0	1.042	1.001	0.585	UniRef:UniRef50_A0AAN0KI30
contig_1	cds	83478	84335	-	OEJLDF_00073	303.0	7.9e-101	0.996	0.833	0.556	UniRef:UniRef50_A0A316ASF4
contig_1	cds	84332	84583	-	OEJLDF_00074	-	-	-	-	-	-
contig_1	cds	84541	85293	-	OEJLDF_00075	-	-	-	-	-	-
contig_1	cds	85517	85774	-	OEJLDF_00076	-	-	-	-	-	-
contig_1	cds	85937	86446	-	OEJLDF_00077	139.0	1.4e-40	0.941	0.893	0.541	UniRef:UniRef50_A0A7Y9H0W8
contig_1	cds	86538	87194	+	OEJLDF_00078	-	-	-	-	-	-
contig_1	cds	87566	90460	-	OEJLDF_00079	-	-	-	-	-	-
contig_1	cds	90621	90845	-	OEJLDF_00080	92.8	6.1e-25	0.905	0.944	0.672	UniRef:UniRef50_A0AAC8N243
contig_1	cds	90806	91600	-	OEJLDF_00081	-	-	-	-	-	-
contig_1	cds	92761	93216	+	OEJLDF_00082	228.0	1.4e-75	0.993	0.824	0.707	UniRef:UniRef50_A0A0A8PBG7
contig_1	cds	93368	93880	+	OEJLDF_00083	-	-	-	-	-	-
contig_1	cds	94197	95210	+	OEJLDF_00084	582.0	6.4e-210	0.988	0.960	1.0	UniRef:UniRef50_A0A2C7AS16
contig_1	cds	95245	95898	+	OEJLDF_00085	-	-	-	-	-	-
contig_1	cds	95895	97043	+	OEJLDF_00086	682.0	4.3e-248	0.971	0.956	0.989	UniRef:UniRef50_A0A0A8QYY8
contig_1	cds	97201	99186	-	OEJLDF_00087	527.0	5.1e-180	0.818	0.998	0.534	UniRef:UniRef50_UPI003623A322
contig_1	cds	99180	100598	-	OEJLDF_00088	-	-	-	-	-	-
contig_1	cds	101352	102722	+	OEJLDF_00089	874.0	0.0	1.134	0.855	0.876	UniRef:UniRef50_A0A2C8A3W9
contig_1	cds	102825	103544	+	OEJLDF_00090	405.0	1.5e-143	1.0	1.0	0.996	UniRef:UniRef50_D7GH01
contig_1	cds	103775	104578	+	OEJLDF_00091	345.0	3.4e-118	0.981	0.891	0.634	UniRef:UniRef50_P9WQ13
contig_1	cds	104575	106581	+	OEJLDF_00092	1244.0	0.0	0.931	0.872	0.995	UniRef:UniRef50_D7GGZ9
contig_1	cds	106621	106944	-	OEJLDF_00093	-	-	-	-	-	-
contig_1	cds	106941	107873	-	OEJLDF_00094	-	-	-	-	-	-
contig_1	cds	107925	108047	+	OEJLDF_00095	-	-	-	-	-	-
contig_1	cds	108393	109271	-	OEJLDF_00096	273.0	1.6e-89	0.887	0.869	0.556	UniRef:UniRef50_A0A7W6BE16
contig_1	cds	109678	110700	+	OEJLDF_00097	298.0	3.8e-98	0.971	0.968	0.515	UniRef:UniRef50_D7GGZ6
contig_1	cds	110891	111463	+	OEJLDF_00098	371.0	5.8e-131	0.979	0.838	1.0	UniRef:UniRef50_D7GGZ5
contig_1	cds	111843	112862	+	OEJLDF_00099	637.0	1.2e-231	1.0	1.0	0.982	UniRef:UniRef50_A0A2C7YPG2
contig_1	cds	112998	113909	+	OEJLDF_00100	246.0	2.3e-78	0.865	0.826	0.500	UniRef:UniRef50_A0A0A1D0D3
contig_1	cds	114075	114986	+	OEJLDF_00101	273.0	7.1e-89	0.875	0.826	0.543	UniRef:UniRef50_A0A285VCN3
contig_1	cds	115080	115385	+	OEJLDF_00102	-	-	-	-	-	-
contig_1	cds	115343	116875	+	OEJLDF_00103	-	-	-	-	-	-
contig_1	cds	117750	118631	+	OEJLDF_00104	491.0	9.6e-176	1.0	1.0	1.0	UniRef:UniRef50_D7GGY9
contig_1	cds	118844	120958	-	OEJLDF_00105	765.0	1.8e-269	1.101	0.996	0.543	UniRef:UniRef50_J9RQU3
contig_1	cds	121126	122331	+	OEJLDF_00106	821.0	2.1e-302	1.0	1.0	1.0	UniRef:UniRef50_D7GGY7
contig_1	cds	122434	122880	+	OEJLDF_00107	160.0	3.7e-49	0.946	0.870	0.564	UniRef:UniRef50_A0AAD0SLU7
contig_1	cds	123173	124183	+	OEJLDF_00108	401.0	3.2e-138	0.967	0.900	0.606	UniRef:UniRef50_K9AER2
contig_1	cds	124189	124383	+	OEJLDF_00109	-	-	-	-	-	-
contig_1	cds	124615	125529	+	OEJLDF_00110	-	-	-	-	-	-
contig_1	cds	125574	126554	+	OEJLDF_00111	664.0	2.2e-242	1.0	0.911	0.994	UniRef:UniRef50_A0A4R6QXZ1
contig_1	cds	126781	128070	+	OEJLDF_00112	508.0	3.3e-177	0.988	0.895	0.587	UniRef:UniRef50_A0A172YB78
contig_1	cds	128089	128466	+	OEJLDF_00113	-	-	-	-	-	-
contig_1	cds	128515	129861	+	OEJLDF_00114	669.0	5.2e-241	0.967	0.993	0.746	UniRef:UniRef50_A0A498QIU8
contig_1	cds	130184	132061	+	OEJLDF_00115	1204.0	0.0	1.0	0.910	0.997	UniRef:UniRef50_D7GGX8
contig_1	cds	132218	132472	-	OEJLDF_00116	-	-	-	-	-	-
contig_1	cds	132469	132681	-	OEJLDF_00117	-	-	-	-	-	-
contig_1	cds	132934	133416	-	OEJLDF_00118	132.0	3.8e-38	0.894	0.867	0.531	UniRef:UniRef50_A0A7M4DE97
contig_1	cds	133776	134108	+	OEJLDF_00119	184.0	6.5e-60	0.991	0.813	0.771	UniRef:UniRef50_A0A375I5A8
contig_1	cds	134105	134884	+	OEJLDF_00120	498.0	1.3e-179	1.0	1.0	0.996	UniRef:UniRef50_A0A923E4F9
contig_1	cds	134881	135543	+	OEJLDF_00121	246.0	2.5e-81	0.836	0.885	0.717	UniRef:UniRef50_A0A9X0K4M5
contig_1	cds	136084	136563	-	OEJLDF_00122	-	-	-	-	-	-
contig_1	cds	136502	137848	-	OEJLDF_00123	669.0	5.2e-241	0.967	0.993	0.746	UniRef:UniRef50_A0A498QIU8
contig_1	cds	138494	138595	-	OEJLDF_00124	-	-	-	-	-	-
contig_1	cds	138592	138921	-	OEJLDF_00125	-	-	-	-	-	-
contig_1	cds	138991	141123	-	OEJLDF_00126	947.0	0.0	0.956	0.874	0.669	UniRef:UniRef50_G8TEN0
contig_1	cds	141077	141604	-	OEJLDF_00127	-	-	-	-	-	-
contig_1	cds	141601	141864	-	OEJLDF_00128	-	-	-	-	-	-
contig_1	cds	141868	142170	-	OEJLDF_00129	104.0	6.7e-29	0.980	1.010	0.551	UniRef:UniRef50_C1B8A7
contig_1	cds	142754	143695	+	OEJLDF_00130	620.0	5.6e-226	1.0	1.0	1.0	UniRef:UniRef50_A0A1Q2CWK8
contig_1	cds	143692	144039	+	OEJLDF_00131	-	-	-	-	-	-
contig_1	cds	144090	144623	+	OEJLDF_00132	-	-	-	-	-	-
contig_1	cds	144616	145185	+	OEJLDF_00133	-	-	-	-	-	-
contig_1	cds	145182	145607	+	OEJLDF_00134	-	-	-	-	-	-
contig_1	cds	145734	145901	-	OEJLDF_00135	-	-	-	-	-	-
contig_1	cds	145975	146259	-	OEJLDF_00136	114.0	1.7e-32	0.968	0.835	0.670	UniRef:UniRef50_A0A418Q6W1
contig_1	cds	146548	146724	+	OEJLDF_00137	-	-	-	-	-	-
contig_1	cds	146730	147038	+	OEJLDF_00138	140.0	5.8e-43	1.0	1.0	0.696	UniRef:UniRef50_A0A3D5DTS0
contig_1	cds	147000	148157	-	OEJLDF_00139	393.0	6.0e-134	1.003	0.985	0.536	UniRef:UniRef50_W7SG04
contig_1	cds	148552	149031	-	OEJLDF_00140	276.0	1.3e-94	1.0	0.874	0.975	UniRef:UniRef50_K6XAT2
contig_1	cds	149958	150305	+	OEJLDF_00141	-	-	-	-	-	-
contig_1	cds	150488	150679	+	OEJLDF_00142	-	-	-	-	-	-
contig_1	cds	150728	152074	+	OEJLDF_00143	669.0	5.2e-241	0.967	0.993	0.746	UniRef:UniRef50_A0A498QIU8
contig_1	cds	152074	152715	+	OEJLDF_00144	-	-	-	-	-	-
contig_1	cds	152855	153580	+	OEJLDF_00145	506.0	2.8e-183	1.0	1.0	0.996	UniRef:UniRef50_K9EEQ8
contig_1	cds	153570	154862	+	OEJLDF_00146	594.0	2.1e-211	0.998	0.949	0.688	UniRef:UniRef50_K9ED32
contig_1	cds	154901	155077	-	OEJLDF_00147	-	-	-	-	-	-
contig_1	cds	155878	156714	+	OEJLDF_00148	-	-	-	-	-	-
contig_1	cds	157238	157594	+	OEJLDF_00149	-	-	-	-	-	-
contig_1	cds	157669	158421	+	OEJLDF_00150	251.0	3.0e-81	1.036	0.838	0.514	UniRef:UniRef50_A0R756
contig_1	cds	158583	159413	+	OEJLDF_00151	337.0	9.1e-115	0.946	0.842	0.651	UniRef:UniRef50_A0A344UVN6
contig_1	cds	159621	160304	-	OEJLDF_00152	200.0	4.2e-62	0.996	0.816	0.504	UniRef:UniRef50_S3YIX4
contig_1	cds	161122	161610	+	OEJLDF_00153	-	-	-	-	-	-
contig_1	cds	162531	163232	+	OEJLDF_00154	-	-	-	-	-	-
contig_1	cds	163292	164164	+	OEJLDF_00155	362.0	3.0e-124	0.959	0.894	0.612	UniRef:UniRef50_A0A0W1KJN5
contig_1	cds	164196	164708	+	OEJLDF_00156	-	-	-	-	-	-
contig_1	cds	164687	165730	+	OEJLDF_00157	-	-	-	-	-	-
contig_1	cds	165781	167157	+	OEJLDF_00158	615.0	6.1e-219	1.017	0.963	0.633	UniRef:UniRef50_A0A344UVN1
contig_1	cds	167395	168531	+	OEJLDF_00159	-	-	-	-	-	-
contig_1	cds	168593	169141	+	OEJLDF_00160	-	-	-	-	-	-
contig_1	cds	169640	171325	+	OEJLDF_00161	622.0	7.8e-219	0.991	0.995	0.597	UniRef:UniRef50_A0A1E4HLQ8
contig_1	cds	171605	171916	-	OEJLDF_00162	-	-	-	-	-	-
contig_1	cds	172093	174381	+	OEJLDF_00163	1059.0	0.0	0.980	0.937	0.697	UniRef:UniRef50_J9VZH2
contig_1	cds	174449	175255	-	OEJLDF_00164	-	-	-	-	-	-
contig_1	cds	175459	177342	+	OEJLDF_00165	-	-	-	-	-	-
contig_1	cds	177368	178225	-	OEJLDF_00166	254.0	2.6e-82	0.979	0.959	0.509	UniRef:UniRef50_D7GGS2
contig_1	cds	178398	179117	+	OEJLDF_00167	-	-	-	-	-	-
contig_1	cds	179117	179626	+	OEJLDF_00168	-	-	-	-	-	-
contig_1	cds	179623	180441	+	OEJLDF_00169	280.0	1.4e-92	0.985	0.940	0.549	UniRef:UniRef50_D7GGS0
contig_1	cds	180612	181223	+	OEJLDF_00170	356.0	3.1e-125	1.0	1.0	0.985	UniRef:UniRef50_A0A2C7Z5D5
contig_1	cds	181341	182321	-	OEJLDF_00171	302.0	1.0e-99	0.936	0.864	0.502	UniRef:UniRef50_C9Z1S4
contig_1	cds	182405	182899	-	OEJLDF_00172	-	-	-	-	-	-
contig_1	cds	183105	184364	-	OEJLDF_00173	317.0	7.0e-103	0.895	0.878	0.501	UniRef:UniRef50_A0A087CEG4
contig_1	cds	184402	184836	+	OEJLDF_00174	-	-	-	-	-	-
contig_1	cds	184829	185158	+	OEJLDF_00175	-	-	-	-	-	-
contig_1	cds	185155	185382	+	OEJLDF_00176	-	-	-	-	-	-
contig_1	cds	185453	185998	-	OEJLDF_00177	365.0	2.6e-129	1.0	1.0	1.0	UniRef:UniRef50_D7GGR3
contig_1	cds	186130	186477	+	OEJLDF_00178	126.0	5.8e-37	0.887	0.903	0.647	UniRef:UniRef50_A0A1Q9TGR0
contig_1	cds	186474	188642	+	OEJLDF_00179	662.0	9.7e-230	0.957	0.982	0.601	UniRef:UniRef50_A0A0N7H7Q6
contig_1	cds	188639	189130	+	OEJLDF_00180	-	-	-	-	-	-
contig_1	cds	189316	189993	+	OEJLDF_00181	-	-	-	-	-	-
contig_1	cds	190046	190300	-	OEJLDF_00182	-	-	-	-	-	-
contig_1	cds	190388	190714	+	OEJLDF_00183	-	-	-	-	-	-
contig_1	cds	190787	191011	-	OEJLDF_00184	-	-	-	-	-	-
contig_1	cds	191157	191357	-	OEJLDF_00185	-	-	-	-	-	-
contig_1	cds	191422	191763	-	OEJLDF_00186	-	-	-	-	-	-
contig_1	cds	191942	192631	+	OEJLDF_00187	437.0	1.5e-156	1.0	1.0	0.996	UniRef:UniRef50_A0A0A8QV11
contig_1	cds	193238	193885	+	OEJLDF_00188	350.0	8.2e-123	0.874	1.0	0.995	UniRef:UniRef50_UPI000A404754
contig_1	cds	193885	194922	+	OEJLDF_00189	639.0	3.3e-232	1.0	1.0	0.986	UniRef:UniRef50_D7GGQ3
contig_1	cds	195149	196693	+	OEJLDF_00190	540.0	9.5e-187	0.961	0.827	0.587	UniRef:UniRef50_A0A917W5F1
contig_1	cds	196809	197123	+	OEJLDF_00191	-	-	-	-	-	-
contig_1	cds	197171	197581	+	OEJLDF_00192	-	-	-	-	-	-
contig_1	cds	197574	198479	+	OEJLDF_00193	266.0	2.2e-86	1.020	1.0	0.505	UniRef:UniRef50_A0A6G7YAN3
contig_1	cds	198564	198788	+	OEJLDF_00194	63.5	2.2e-13	0.824	0.871	0.607	UniRef:UniRef50_U1F052
contig_1	cds	198829	199185	+	OEJLDF_00195	-	-	-	-	-	-
contig_1	cds	199411	199809	+	OEJLDF_00196	-	-	-	-	-	-
contig_1	cds	199806	201488	+	OEJLDF_00197	-	-	-	-	-	-
contig_1	cds	201466	203493	+	OEJLDF_00198	-	-	-	-	-	-
contig_1	cds	203504	204094	-	OEJLDF_00199	181.0	6.0e-56	0.959	0.817	0.505	UniRef:UniRef50_A0A653QQL2
contig_1	cds	204094	204759	-	OEJLDF_00200	-	-	-	-	-	-
contig_1	cds	204723	205520	-	OEJLDF_00201	-	-	-	-	-	-
contig_1	cds	205854	206819	-	OEJLDF_00202	594.0	2.5e-215	1.003	1.0	0.984	UniRef:UniRef50_D7GGP1
contig_1	cds	207173	207835	-	OEJLDF_00203	236.0	4.2e-77	0.977	0.991	0.600	UniRef:UniRef50_A0A077M5C3
contig_1	cds	207874	208347	-	OEJLDF_00204	-	-	-	-	-	-
contig_1	cds	208296	209276	-	OEJLDF_00205	-	-	-	-	-	-
contig_1	cds	209649	211403	+	OEJLDF_00206	1148.0	0.0	1.0	0.928	0.998	UniRef:UniRef50_D7GGN7
contig_1	cds	211425	211532	+	OEJLDF_00207	-	-	-	-	-	-
contig_1	cds	211619	211747	-	OEJLDF_00208	-	-	-	-	-	-
contig_1	cds	212270	213766	-	OEJLDF_00209	948.0	0.0	1.0	1.0	0.998	UniRef:UniRef50_D7GGN4
contig_1	cds	213946	214965	+	OEJLDF_00210	-	-	-	-	-	-
contig_1	cds	215010	215279	+	OEJLDF_00211	-	-	-	-	-	-
contig_1	cds	215276	216355	+	OEJLDF_00212	692.0	4.5e-253	1.0	1.0	1.0	UniRef:UniRef50_D7GGN2
contig_1	cds	216359	217405	+	OEJLDF_00213	397.0	1.3e-136	0.991	0.975	0.583	UniRef:UniRef50_A0A087CBV0
contig_1	cds	217485	218837	-	OEJLDF_00214	654.0	3.4e-235	0.958	0.989	0.733	UniRef:UniRef50_A0A498QIU8
contig_1	cds	218979	219617	+	OEJLDF_00215	268.0	5.1e-90	0.991	0.929	0.648	UniRef:UniRef50_A0AAN0KEC2
contig_1	cds	219614	220333	+	OEJLDF_00216	-	-	-	-	-	-
contig_1	cds	220431	221195	+	OEJLDF_00217	332.0	2.4e-113	1.0	0.885	0.657	UniRef:UniRef50_A0A7X8B7E2
contig_1	cds	221265	222068	+	OEJLDF_00218	293.0	5.5e-98	0.921	0.834	0.630	UniRef:UniRef50_A0A085GAN6
contig_1	cds	222076	222459	+	OEJLDF_00219	155.0	5.6e-48	0.961	0.813	0.639	UniRef:UniRef50_A0A7K3TL07
contig_1	cds	222599	223708	+	OEJLDF_00220	-	-	-	-	-	-
contig_1	cds	223764	224480	+	OEJLDF_00221	484.0	5.7e-174	0.992	0.834	1.0	UniRef:UniRef50_D7GGM4
contig_1	cds	225397	225846	+	OEJLDF_00222	302.0	3.3e-105	1.0	0.832	1.0	UniRef:UniRef50_A0A0K9ET30
contig_1	cds	225850	226434	+	OEJLDF_00223	172.0	1.1e-52	0.861	0.861	0.533	UniRef:UniRef50_N6XAM5
contig_1	cds	226493	227041	-	OEJLDF_00224	126.0	5.3e-35	0.874	0.859	0.503	UniRef:UniRef50_A0A6C1NRS4
contig_1	cds	227034	228560	-	OEJLDF_00225	917.0	0.0	1.035	1.0	0.935	UniRef:UniRef50_D7GGM0
contig_1	cds	228557	229432	-	OEJLDF_00226	564.0	1.3e-204	1.0	1.0	1.0	UniRef:UniRef50_D7GGL8
contig_1	cds	229432	229851	-	OEJLDF_00227	159.0	3.9e-49	0.978	0.901	0.544	UniRef:UniRef50_A0A2X0U7N4
contig_1	cds	229953	231068	-	OEJLDF_00228	696.0	2.5e-253	0.951	0.851	0.994	UniRef:UniRef50_A0A0B7P1L7
contig_1	cds	231197	231916	-	OEJLDF_00229	274.0	3.1e-91	1.004	0.892	0.592	UniRef:UniRef50_D6ZGL0
contig_1	cds	231922	232710	-	OEJLDF_00230	-	-	-	-	-	-
contig_1	cds	232710	233768	-	OEJLDF_00231	393.0	8.5e-135	0.938	0.892	0.579	UniRef:UniRef50_A0A0H2KLP7
contig_1	cds	233738	234220	-	OEJLDF_00232	-	-	-	-	-	-
contig_1	cds	234220	234417	-	OEJLDF_00233	-	-	-	-	-	-
contig_1	cds	234414	236114	-	OEJLDF_00234	-	-	-	-	-	-
contig_1	cds	236111	237625	-	OEJLDF_00235	-	-	-	-	-	-
contig_1	cds	237622	238035	-	OEJLDF_00236	-	-	-	-	-	-
contig_1	cds	238069	239427	-	OEJLDF_00237	549.0	5.1e-193	0.978	0.927	0.590	UniRef:UniRef50_S2W2X4
contig_1	cds	239571	240746	-	OEJLDF_00238	300.0	3.0e-96	1.010	0.859	0.501	UniRef:UniRef50_Q44118
contig_1	cds	240845	241651	+	OEJLDF_00239	-	-	-	-	-	-
contig_1	cds	241890	242396	-	OEJLDF_00240	181.0	4.4e-57	0.994	0.933	0.569	UniRef:UniRef50_A0A344UY32
contig_1	cds	242809	243390	+	OEJLDF_00241	-	-	-	-	-	-
contig_1	cds	243387	245507	+	OEJLDF_00242	724.0	4.0e-255	0.992	1.072	0.601	UniRef:UniRef50_U2PRK1
contig_1	cds	245701	250077	+	OEJLDF_00243	1682.0	0.0	1.191	0.912	0.532	UniRef:UniRef50_A0A1G7B4T8
contig_1	cds	250128	250619	-	OEJLDF_00244	-	-	-	-	-	-
contig_1	cds	250568	251716	-	OEJLDF_00245	-	-	-	-	-	-
contig_1	cds	252327	253124	+	OEJLDF_00246	225.0	1.2e-71	0.860	0.860	0.561	UniRef:UniRef50_A0A3M2JG83
contig_1	cds	253135	253815	+	OEJLDF_00247	240.0	1.6e-78	0.991	0.982	0.563	UniRef:UniRef50_D7GGK8
contig_1	cds	254150	254632	+	OEJLDF_00248	161.0	2.3e-49	0.887	0.866	0.556	UniRef:UniRef50_A0A3N5PFE9
contig_1	cds	254904	256313	-	OEJLDF_00249	476.0	3.4e-163	0.910	0.809	0.583	UniRef:UniRef50_A0A0F0LMU8
contig_1	cds	256316	257128	-	OEJLDF_00250	422.0	8.3e-149	0.996	0.903	0.751	UniRef:UniRef50_A0A524J125
