#Annotated with Bakta v1.11.3, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	84541	85293	-	OEJLDF_00075	26.8	8.8	PF00535.33|Glycos_transf_2, PF13641.12|Glyco_tranf_2_3	PFAM:PF00535.33, PFAM:PF13641.12
contig_1	85517	85774	-	OEJLDF_00076	9.4	5.0	PF00085.26|Thioredoxin	PFAM:PF00085.26
contig_1	86538	87194	+	OEJLDF_00078	22.7	9.6		
contig_1	87566	90460	-	OEJLDF_00079	104.7	7.8	PF00106.31|adh_short, PF13561.12|adh_short_C2	PFAM:PF00106.31, PFAM:PF13561.12
contig_1	90806	91600	-	OEJLDF_00081	28.1	9.6		
contig_1	93368	93880	+	OEJLDF_00083	18.2	5.4		
contig_1	94197	95210	+	OEJLDF_00084	33.7	5.9		SO:0001217, UniRef:UniRef50_A0A2C7AS16
contig_1	95245	95898	+	OEJLDF_00085	22.7	6.1	PF00005.33|ABC_tran, PF13304.12|AAA_21	PFAM:PF00005.33, PFAM:PF13304.12
contig_1	99180	100598	-	OEJLDF_00088	50.6	6.2		
contig_1	106621	106944	-	OEJLDF_00093	12.2	5.2		
contig_1	106941	107873	-	OEJLDF_00094	33.3	9.7		
contig_1	107925	108047	+	OEJLDF_00095	4.2	8.3		
contig_1	115080	115385	+	OEJLDF_00102	11.0	9.4		
contig_1	115343	116875	+	OEJLDF_00103	56.1	6.3	PF00005.33|ABC_tran, PF13304.12|AAA_21	PFAM:PF00005.33, PFAM:PF13304.12
contig_1	124189	124383	+	OEJLDF_00109	6.6	12.0		
contig_1	124615	125529	+	OEJLDF_00110	31.3	6.9		
contig_1	128089	128466	+	OEJLDF_00113	13.9	4.5		
contig_1	132218	132472	-	OEJLDF_00116	9.6	6.6	PF00011.27|HSP20	PFAM:PF00011.27
contig_1	132469	132681	-	OEJLDF_00117	7.9	4.9		
contig_1	136084	136563	-	OEJLDF_00122	16.8	4.5		
contig_1	138494	138595	-	OEJLDF_00124	3.7	6.1		
contig_1	138592	138921	-	OEJLDF_00125	12.2	6.3		
contig_1	141077	141604	-	OEJLDF_00127	18.1	6.3		
contig_1	141601	141864	-	OEJLDF_00128	9.0	5.4		
contig_1	143692	144039	+	OEJLDF_00131	12.9	6.7		
contig_1	144090	144623	+	OEJLDF_00132	19.4	9.9		
contig_1	144616	145185	+	OEJLDF_00133	20.0	9.8	PF02899.23|Phage_int_SAM_1	PFAM:PF02899.23
contig_1	145182	145607	+	OEJLDF_00134	15.4	10.0		
contig_1	145734	145901	-	OEJLDF_00135	6.0	4.8		
contig_1	146548	146724	+	OEJLDF_00137	6.1	10.8		
contig_1	149958	150305	+	OEJLDF_00141	12.7	5.1		
contig_1	150488	150679	+	OEJLDF_00142	6.7	11.8		
contig_1	152074	152715	+	OEJLDF_00144	23.8	6.0	PF04909.20|Amidohydro_2	PFAM:PF04909.20
contig_1	154901	155077	-	OEJLDF_00147	5.9	5.5	PF07729.17|FCD	PFAM:PF07729.17
contig_1	155878	156714	+	OEJLDF_00148	28.4	5.8		
contig_1	157238	157594	+	OEJLDF_00149	12.1	5.6		
contig_1	161122	161610	+	OEJLDF_00153	17.2	4.7		
contig_1	162531	163232	+	OEJLDF_00154	25.2	10.3		
contig_1	164196	164708	+	OEJLDF_00156	18.4	5.9	PF00370.27|FGGY_N	PFAM:PF00370.27
contig_1	164687	165730	+	OEJLDF_00157	36.9	5.1	PF00370.27|FGGY_N, PF02782.22|FGGY_C	PFAM:PF00370.27, PFAM:PF02782.22
contig_1	167395	168531	+	OEJLDF_00159	39.9	5.9	PF00370.27|FGGY_N	PFAM:PF00370.27
contig_1	168593	169141	+	OEJLDF_00160	19.6	5.4	PF02782.22|FGGY_C	PFAM:PF02782.22
contig_1	171605	171916	-	OEJLDF_00162	11.3	6.1	PF05495.17|zf-CHY	PFAM:PF05495.17
contig_1	174449	175255	-	OEJLDF_00164	29.1	6.2		
contig_1	175459	177342	+	OEJLDF_00165	67.8	5.4	PF13427.11|AadA_C	PFAM:PF13427.11
contig_1	178398	179117	+	OEJLDF_00167	25.5	5.9	PF13439.12|Glyco_transf_4, PF13579.12|Glyco_trans_4_4	PFAM:PF13439.12, PFAM:PF13579.12
contig_1	179117	179626	+	OEJLDF_00168	18.0	4.6	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
contig_1	182405	182899	-	OEJLDF_00172	17.4	5.1	PF00117.34|GATase, PF07722.19|Peptidase_C26	PFAM:PF00117.34, PFAM:PF07722.19
contig_1	184402	184836	+	OEJLDF_00174	15.9	5.6		
contig_1	184829	185158	+	OEJLDF_00175	11.6	5.3		
contig_1	185155	185382	+	OEJLDF_00176	8.1	5.2		
contig_1	188639	189130	+	OEJLDF_00180	17.6	4.2		
contig_1	189316	189993	+	OEJLDF_00181	24.4	4.6		
contig_1	190046	190300	-	OEJLDF_00182	8.9	12.0		
contig_1	190388	190714	+	OEJLDF_00183	12.2	4.8		
contig_1	190787	191011	-	OEJLDF_00184	8.4	10.0		
contig_1	191157	191357	-	OEJLDF_00185	7.1	4.7		
contig_1	191422	191763	-	OEJLDF_00186	12.2	6.4	PF00440.29|TetR_N	PFAM:PF00440.29
contig_1	196809	197123	+	OEJLDF_00191	11.0	11.4		
contig_1	197171	197581	+	OEJLDF_00192	14.4	8.2		
contig_1	198564	198788	+	OEJLDF_00194	7.7	5.6		SO:0001217, UniRef:UniRef50_U1F052
contig_1	198829	199185	+	OEJLDF_00195	12.5	4.9		
contig_1	199411	199809	+	OEJLDF_00196	13.7	5.7		
contig_1	199806	201488	+	OEJLDF_00197	56.8	5.7	PF01476.26|LysM	PFAM:PF01476.26
contig_1	201466	203493	+	OEJLDF_00198	71.5	4.7		
contig_1	204094	204759	-	OEJLDF_00200	23.2	8.9		
contig_1	204723	205520	-	OEJLDF_00201	28.7	11.2		
contig_1	205854	206819	-	OEJLDF_00202	34.9	10.0		SO:0001217, UniRef:UniRef50_D7GGP1
contig_1	207874	208347	-	OEJLDF_00204	15.7	8.9	PF02518.31|HATPase_c	PFAM:PF02518.31
contig_1	208296	209276	-	OEJLDF_00205	35.3	9.8	PF07730.19|HisKA_3, PF23539.1|DUF7134	PFAM:PF07730.19, PFAM:PF23539.1
contig_1	209649	211403	+	OEJLDF_00206	64.6	6.4		SO:0001217, UniRef:UniRef50_D7GGN7
contig_1	211425	211532	+	OEJLDF_00207	4.0	4.4		
contig_1	211619	211747	-	OEJLDF_00208	4.5	11.9		
contig_1	213946	214965	+	OEJLDF_00210	35.9	5.6	PF00202.27|Aminotran_3	PFAM:PF00202.27
contig_1	215010	215279	+	OEJLDF_00211	9.5	6.0		
contig_1	219614	220333	+	OEJLDF_00216	25.2	7.7		
contig_1	222599	223708	+	OEJLDF_00220	39.6	6.3	PF01266.30|DAO	PFAM:PF01266.30
contig_1	231922	232710	-	OEJLDF_00230	28.1	5.9		
contig_1	233738	234220	-	OEJLDF_00232	18.2	8.9		
contig_1	234220	234417	-	OEJLDF_00233	7.4	10.0		
contig_1	234414	236114	-	OEJLDF_00234	62.0	6.1	PF00384.28|Molybdopterin	PFAM:PF00384.28
contig_1	236111	237625	-	OEJLDF_00235	54.8	6.0	PF00384.28|Molybdopterin	PFAM:PF00384.28
contig_1	237622	238035	-	OEJLDF_00236	15.1	6.3		
contig_1	240845	241651	+	OEJLDF_00239	28.1	10.9	PF12804.13|NTP_transf_3	PFAM:PF12804.13
contig_1	242809	243390	+	OEJLDF_00241	19.6	4.7		
contig_1	250128	250619	-	OEJLDF_00244	17.0	5.3	PF02910.25|Succ_DH_flav_C	PFAM:PF02910.25
contig_1	250568	251716	-	OEJLDF_00245	39.5	5.9	PF01266.30|DAO, PF07992.20|Pyr_redox_2, PF13454.12|NAD_binding_9	PFAM:PF01266.30, PFAM:PF07992.20, PFAM:PF13454.12
contig_1	257217	258158	-	OEJLDF_00251	34.3	7.7		
contig_1	260542	261360	-	OEJLDF_00253	28.5	9.0		
contig_1	261391	261552	+	OEJLDF_00254	5.5	6.5		
contig_1	261519	261851	+	OEJLDF_00255	11.6	5.1		
contig_1	264392	264757	+	OEJLDF_00259	13.0	4.6	PF12857.13|TOBE_3	PFAM:PF12857.13
contig_1	266240	266695	+	OEJLDF_00261	15.9	5.4	PF01022.26|HTH_5, PF12840.13|HTH_20	PFAM:PF01022.26, PFAM:PF12840.13
contig_1	274082	274423	-	OEJLDF_00267	12.8	10.6		
contig_1	277663	278022	-	OEJLDF_00270	13.0	9.4		
contig_1	280392	282284	+	OEJLDF_00273	65.0	9.3		
contig_1	282481	283449	-	OEJLDF_00274	34.5	7.7		
contig_1	283615	283950	+	OEJLDF_00275	11.5	11.9		
contig_1	285642	286043	-	OEJLDF_00277	15.0	8.6	PF12952.12|DUF3841	PFAM:PF12952.12
contig_1	287779	288267	-	OEJLDF_00279	16.1	5.1		
contig_1	288243	290375	-	OEJLDF_00280	74.2	6.7		
contig_1	291334	291594	-	OEJLDF_00283	8.4	5.5		
contig_1	291542	292630	-	OEJLDF_00284	37.9	8.4		
contig_1	294320	295138	-	OEJLDF_00287	29.2	5.0	PF08501.16|Shikimate_dh_N	PFAM:PF08501.16
contig_1	296379	296711	+	OEJLDF_00289	11.9	5.9	PF00248.27|Aldo_ket_red	PFAM:PF00248.27
contig_1	296711	297220	+	OEJLDF_00290	18.3	4.8	PF00248.27|Aldo_ket_red	PFAM:PF00248.27
contig_1	304809	305036	+	OEJLDF_00297	8.5	6.7	PF14542.12|Acetyltransf_CG	PFAM:PF14542.12
contig_1	305125	305358	+	OEJLDF_00298	8.6	5.2	PF06902.16|Fer4_19	PFAM:PF06902.16
contig_1	306962	307324	+	OEJLDF_00301	13.3	7.0	PF00929.31|RNase_T	PFAM:PF00929.31
contig_1	310352	311050	+	OEJLDF_00304	24.8	10.5		
contig_1	319206	319355	-	OEJLDF_00310	5.2	4.4		
contig_1	319334	319828	-	OEJLDF_00311	18.1	7.8	PF00440.29|TetR_N	PFAM:PF00440.29
contig_1	322549	323169	-	OEJLDF_00314	23.0	9.9		
contig_1	323496	324875	+	OEJLDF_00315	49.9	5.2	PF00037.32|Fer4, PF01558.24|POR, PF10371.14|EKR, PF12797.12|Fer4_2, PF12800.12|Fer4_4, PF12837.12|Fer4_6, PF12838.12|Fer4_7, PF13183.11|Fer4_8, PF13237.11|Fer4_10, PF13459.11|Fer4_15, PF13484.11|Fer4_16, PF13534.11|Fer4_17, PF14697.11|Fer4_21	PFAM:PF00037.32, PFAM:PF01558.24, PFAM:PF10371.14, PFAM:PF12797.12, PFAM:PF12800.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13459.11, PFAM:PF13484.11, PFAM:PF13534.11, PFAM:PF14697.11
contig_1	329464	330006	+	OEJLDF_00319	18.5	6.7		
contig_1	330018	330212	+	OEJLDF_00320	6.6	12.0		
contig_1	330754	331401	+	OEJLDF_00321	22.6	6.2	PF13338.12|AbiEi_4	PFAM:PF13338.12
contig_1	331589	332353	+	OEJLDF_00322	27.6	6.1	PF08843.17|AbiEii	PFAM:PF08843.17
contig_1	332584	333351	-	OEJLDF_00323	28.6	9.8		
contig_1	333534	333872	-	OEJLDF_00324	12.4	10.1		
contig_1	334878	335687	+	OEJLDF_00326	29.2	6.4		
contig_1	335695	336189	+	OEJLDF_00327	17.7	11.0	PF09339.16|HTH_IclR	PFAM:PF09339.16
contig_1	336984	338291	-	OEJLDF_00329	48.4	7.0		
contig_1	340910	341347	+	OEJLDF_00332	14.4	12.0		
contig_1	341351	341794	-	OEJLDF_00333	16.4	9.6		
contig_1	341868	342533	+	OEJLDF_00334	22.9	4.1		
contig_1	342530	343102	+	OEJLDF_00335	21.3	9.6	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
contig_1	344718	345617	+	OEJLDF_00338	33.2	10.8	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
contig_1	347816	347971	-	OEJLDF_00340	5.6	10.3		
contig_1	354009	354647	+	OEJLDF_00346	22.9	11.0	PF08241.18|Methyltransf_11	PFAM:PF08241.18
contig_1	355065	356438	+	OEJLDF_00347	49.1	5.8	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_1	356432	356677	+	OEJLDF_00348	8.9	9.2		
contig_1	360450	362783	+	OEJLDF_00352	83.4	6.0	PF00198.28|2-oxoacid_dh, PF00364.28|Biotin_lipoyl, PF02779.29|Transket_pyr, PF02780.25|Transketolase_C, PF13533.12|Biotin_lipoyl_2	PFAM:PF00198.28, PFAM:PF00364.28, PFAM:PF02779.29, PFAM:PF02780.25, PFAM:PF13533.12
contig_1	366358	366579	-	OEJLDF_00357	8.1	5.3	PF00248.27|Aldo_ket_red	PFAM:PF00248.27
contig_1	367331	367705	-	OEJLDF_00359	14.0	5.0		
contig_1	368048	368419	-	OEJLDF_00360	13.0	9.5		
contig_1	368734	369330	-	OEJLDF_00361	23.0	5.3		
contig_1	369354	372128	-	OEJLDF_00362	102.7	5.3		SO:0001217, UniRef:UniRef50_A0A2T6DS20
contig_1	372286	372519	+	OEJLDF_00363	7.7	11.7		
contig_1	372516	373025	+	OEJLDF_00364	17.9	5.2		
contig_1	373029	374060	-	OEJLDF_00365	34.1	4.5	PF00089.32|Trypsin, PF00595.29|PDZ, PF13180.12|PDZ_2, PF13365.12|Trypsin_2, PF17820.7|PDZ_6	PFAM:PF00089.32, PFAM:PF00595.29, PFAM:PF13180.12, PFAM:PF13365.12, PFAM:PF17820.7
contig_1	374027	374383	-	OEJLDF_00366	12.0	7.9		
contig_1	375021	375956	-	OEJLDF_00367	31.2	4.7	PF00089.32|Trypsin, PF13365.12|Trypsin_2	PFAM:PF00089.32, PFAM:PF13365.12
contig_1	376967	377920	+	OEJLDF_00369	35.5	11.5	PF00665.32|rve, PF13276.12|HTH_21	PFAM:PF00665.32, PFAM:PF13276.12
contig_1	377862	378224	+	OEJLDF_00370	13.3	11.4	PF13936.12|HTH_38	PFAM:PF13936.12
contig_1	379086	379358	+	OEJLDF_00372	10.6	4.7	PF13683.12|rve_3	PFAM:PF13683.12
contig_1	386989	387252	-	OEJLDF_00378	9.7	4.8	PF02929.23|Bgal_small_N	PFAM:PF02929.23
contig_1	387222	387881	-	OEJLDF_00379	23.8	8.6	PF02929.23|Bgal_small_N	PFAM:PF02929.23
contig_1	387922	390057	-	OEJLDF_00380	80.3	5.0	PF00703.27|Glyco_hydro_2, PF02836.23|Glyco_hydro_2_C, PF02837.24|Glyco_hydro_2_N, PF16353.11|LacZ_4, PF22666.2|Glyco_hydro_2_N2	PFAM:PF00703.27, PFAM:PF02836.23, PFAM:PF02837.24, PFAM:PF16353.11, PFAM:PF22666.2
contig_1	390054	390269	-	OEJLDF_00381	7.7	6.0		
contig_1	392177	392548	-	OEJLDF_00384	13.3	9.2		
contig_1	393060	393263	+	OEJLDF_00385	7.1	6.8		
contig_1	396463	396624	+	OEJLDF_00389	6.0	8.2		
contig_1	396926	397123	-	OEJLDF_00390	6.7	10.7	PF00892.27|EamA	PFAM:PF00892.27
contig_1	397150	397785	-	OEJLDF_00391	21.6	10.0	PF00892.27|EamA	PFAM:PF00892.27
contig_1	398693	399151	+	OEJLDF_00393	16.0	6.1	PF02558.23|ApbA	PFAM:PF02558.23
contig_1	399283	399612	+	OEJLDF_00394	11.6	5.5	PF08546.17|ApbA_C	PFAM:PF08546.17
contig_1	405793	407388	+	OEJLDF_00401	58.2	5.8	PF13193.12|AMP-binding_C	PFAM:PF13193.12
contig_1	408601	409716	+	OEJLDF_00403	40.3	9.4		
contig_1	409834	410637	+	OEJLDF_00404	28.0	4.7	PF00753.33|Lactamase_B	PFAM:PF00753.33
contig_1	413897	415384	-	OEJLDF_00409	53.3	12.0		
contig_1	415793	416035	-	OEJLDF_00410	8.7	12.0		
contig_1	417511	417810	+	OEJLDF_00412	11.5	11.0		
contig_1	424218	425216	+	OEJLDF_00418	35.1	4.7	PF01408.29|GFO_IDH_MocA, PF02894.22|GFO_IDH_MocA_C, PF22725.1|GFO_IDH_MocA_C3	PFAM:PF01408.29, PFAM:PF02894.22, PFAM:PF22725.1
contig_1	428115	428918	-	OEJLDF_00421	27.0	10.7		
contig_1	432517	433068	-	OEJLDF_00425	19.5	9.2		
contig_1	433032	433913	-	OEJLDF_00426	31.1	10.5		
contig_1	438855	439007	-	OEJLDF_00430	5.6	4.3		
contig_1	445007	445210	-	OEJLDF_00435	7.5	4.9		
contig_1	446954	447559	-	OEJLDF_00438	21.6	9.2		
contig_1	447607	448473	-	OEJLDF_00439	29.4	10.3		
contig_1	448649	449002	-	OEJLDF_00440	12.5	7.9		
contig_1	449492	449929	-	OEJLDF_00441	15.3	6.4		
contig_1	449953	450939	-	OEJLDF_00442	35.7	9.2		
contig_1	452485	453135	-	OEJLDF_00444	23.5	9.2		
contig_1	453138	453542	-	OEJLDF_00445	14.5	8.2		
contig_1	453712	453930	+	OEJLDF_00446	7.4	5.0	PF05532.17|CsbD	PFAM:PF05532.17
contig_1	454118	454567	+	OEJLDF_00447	15.4	10.9		
contig_1	454549	455172	+	OEJLDF_00448	22.0	10.0		
contig_1	466947	467609	-	OEJLDF_00459	24.2	5.1	PF00857.26|Isochorismatase	PFAM:PF00857.26
contig_1	469424	470197	-	OEJLDF_00462	27.6	10.9		SO:0001217, UniRef:UniRef50_A0A0A8PMS2
contig_1	490854	491516	-	OEJLDF_00477	23.1	5.0		
contig_1	495631	495960	-	OEJLDF_00481	11.5	5.9		
contig_1	495957	496496	-	OEJLDF_00482	17.9	4.7		
contig_1	496493	496975	-	OEJLDF_00483	15.8	5.7	PF02581.23|TMP-TENI	PFAM:PF02581.23
contig_1	501570	501842	+	OEJLDF_00487	9.6	4.5		
contig_1	501842	502123	+	OEJLDF_00488	10.1	4.1		
contig_1	503888	504088	-	OEJLDF_00490	6.0	4.1		
contig_1	504188	504646	+	OEJLDF_00491	15.4	4.6		
contig_1	504687	504860	-	OEJLDF_00492	6.3	10.8		
contig_1	505090	505404	-	OEJLDF_00493	11.8	9.7		SO:0001217, UniRef:UniRef50_D7GIF7
contig_1	505637	505813	-	OEJLDF_00494	6.8	11.4		
contig_1	506299	507087	-	OEJLDF_00495	28.7	5.1		
contig_1	507161	508966	-	OEJLDF_00496	67.1	6.2	PF00270.35|DEAD, PF00271.37|Helicase_C, PF13091.12|PLDc_2	PFAM:PF00270.35, PFAM:PF00271.37, PFAM:PF13091.12
contig_1	509079	509507	-	OEJLDF_00497	15.5	6.4		
contig_1	510400	510642	+	OEJLDF_00499	8.7	5.8		SO:0001217, UniRef:UniRef50_D7GIH2
contig_1	510758	510895	+	OEJLDF_00500	4.6	4.9		
contig_1	511038	511772	+	OEJLDF_00501	26.8	5.4	PF00107.32|ADH_zinc_N, PF13602.12|ADH_zinc_N_2	PFAM:PF00107.32, PFAM:PF13602.12
contig_1	513775	514281	-	OEJLDF_00503	18.4	4.2		SO:0001217, UniRef:UniRef50_D7GIH6
contig_1	516382	516726	-	OEJLDF_00505	13.0	9.9		
contig_1	517098	518003	+	OEJLDF_00506	34.0	4.6		
contig_1	521383	521541	-	OEJLDF_00509	6.0	9.2		
contig_1	521556	523667	-	OEJLDF_00510	78.5	6.7		
contig_1	526454	527119	+	OEJLDF_00515	22.6	5.9		
contig_1	527571	527744	-	OEJLDF_00516	5.9	10.8		
contig_1	527793	528074	-	OEJLDF_00517	9.9	11.4		
contig_1	531022	531120	+	OEJLDF_00519	3.4	5.8		
contig_1	533511	534068	+	OEJLDF_00522	19.2	4.4	PF13177.12|DNA_pol3_delta2	PFAM:PF13177.12
contig_1	534163	534306	-	OEJLDF_00523	5.0	10.1		
contig_1	534412	534804	+	OEJLDF_00524	13.6	4.3		
contig_1	534801	535022	+	OEJLDF_00525	7.9	11.1		
contig_1	535019	536443	+	OEJLDF_00526	47.7	9.0		
contig_1	536669	536932	+	OEJLDF_00527	9.9	4.9		
contig_1	538142	538693	-	OEJLDF_00530	19.8	4.7		
contig_1	538687	538908	-	OEJLDF_00531	7.8	5.2		
contig_1	541279	542487	+	OEJLDF_00533	44.3	4.7	PF08264.19|Anticodon_1, PF19302.4|DUF5915	PFAM:PF08264.19, PFAM:PF19302.4
contig_1	542614	542748	-	OEJLDF_00534	4.8	4.1		
contig_1	550953	552407	+	OEJLDF_00541	52.2	10.1	PF00324.27|AA_permease	PFAM:PF00324.27
contig_1	552686	554437	-	OEJLDF_00542	62.6	10.1		SO:0001217, UniRef:UniRef50_D7GIK5
contig_1	555488	556252	+	OEJLDF_00544	26.1	6.6		
contig_1	559370	559690	+	OEJLDF_00547	10.6	11.8	PF02844.21|GARS_N	PFAM:PF02844.21
contig_1	562094	562633	-	OEJLDF_00550	18.8	6.8		
contig_1	562627	562989	-	OEJLDF_00551	12.8	10.1		
contig_1	563004	563198	-	OEJLDF_00552	7.1	6.7		
contig_1	565079	565180	+	OEJLDF_00556	3.7	5.4		
contig_1	570293	570523	+	OEJLDF_00561	8.4	4.1		
contig_1	570564	571082	-	OEJLDF_00562	18.1	6.8		
contig_1	572337	572987	-	OEJLDF_00563	23.5	6.3		
contig_1	573147	573401	-	OEJLDF_00564	9.2	10.8		
contig_1	573956	574654	+	OEJLDF_00566	24.2	11.3		
contig_1	575176	575514	-	OEJLDF_00567	11.6	10.8		
contig_1	575541	576413	-	OEJLDF_00568	30.4	5.3	PF01083.28|Cutinase	PFAM:PF01083.28
contig_1	583552	584337	+	OEJLDF_00574	27.8	11.4	PF02698.23|DUF218	PFAM:PF02698.23, SO:0001217, UniRef:UniRef50_D7GIP2
contig_1	584334	584678	+	OEJLDF_00575	11.7	6.7	PF00144.29|Beta-lactamase	PFAM:PF00144.29
contig_1	584729	585496	+	OEJLDF_00576	26.6	8.5	PF00144.29|Beta-lactamase	PFAM:PF00144.29
contig_1	588101	588733	+	OEJLDF_00578	22.7	6.5	PF02754.22|CCG	PFAM:PF02754.22
contig_1	591931	592251	+	OEJLDF_00581	10.8	4.1		
contig_1	595440	595904	-	OEJLDF_00583	17.1	5.7	PF12320.13|SbcD_C	PFAM:PF12320.13
contig_1	595904	596719	-	OEJLDF_00584	29.1	10.0	PF00149.33|Metallophos	PFAM:PF00149.33
contig_1	596670	596936	-	OEJLDF_00585	8.7	4.7		
contig_1	596933	597886	-	OEJLDF_00586	34.4	6.4	PF00962.28|A_deaminase, PF19326.5|AMP_deaminase	PFAM:PF00962.28, PFAM:PF19326.5
contig_1	597859	598506	-	OEJLDF_00587	23.6	11.0		
contig_1	598518	599867	+	OEJLDF_00588	47.4	5.1		
contig_1	600101	600472	+	OEJLDF_00589	13.7	5.6		
contig_1	600487	601146	-	OEJLDF_00590	24.2	9.2		
contig_1	601394	601834	-	OEJLDF_00591	16.0	11.4		
contig_1	604115	604945	-	OEJLDF_00593	30.0	6.0		
contig_1	604942	605589	-	OEJLDF_00594	22.3	10.9	PF00999.27|Na_H_Exchanger	PFAM:PF00999.27
contig_1	605541	606065	-	OEJLDF_00595	18.2	5.2	PF00999.27|Na_H_Exchanger	PFAM:PF00999.27
contig_1	606086	606346	+	OEJLDF_00596	9.6	5.1		
contig_1	606318	606461	+	OEJLDF_00597	5.0	5.6		
contig_1	607817	608188	+	OEJLDF_00599	13.2	10.1		
contig_1	608400	610049	+	OEJLDF_00600	56.7	11.2		
contig_1	610129	610740	+	OEJLDF_00601	21.7	5.0	PF13460.12|NAD_binding_10	PFAM:PF13460.12
contig_1	622603	623616	+	OEJLDF_00612	36.6	8.9	PF00393.24|6PGD, PF02826.25|2-Hacid_dh_C, PF03446.21|NAD_binding_2	PFAM:PF00393.24, PFAM:PF02826.25, PFAM:PF03446.21
contig_1	624694	624912	+	OEJLDF_00614	7.9	5.7		
contig_1	633378	633866	+	OEJLDF_00622	18.1	8.1	PF09350.15|DJC28_CD	PFAM:PF09350.15
contig_1	635719	636342	-	OEJLDF_00624	22.4	6.0	PF08433.16|KTI12, PF13671.12|AAA_33	PFAM:PF08433.16, PFAM:PF13671.12
contig_1	638292	638567	+	OEJLDF_00628	9.6	4.4		
contig_1	638740	639129	+	OEJLDF_00629	12.4	7.6		
contig_1	639230	639820	+	OEJLDF_00630	21.3	5.5	PF13522.11|GATase_6	PFAM:PF13522.11
contig_1	640767	641120	+	OEJLDF_00632	11.8	5.4	PF00586.29|AIRS	PFAM:PF00586.29
