# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	26648	27445	+	LKFOJG_00019	241.0	1.3e-77	0.981	0.922	0.535	UniRef:UniRef50_A0A3P3VYR2
contig_1	cds	27510	28082	+	LKFOJG_00020	167.0	1.9e-50	0.989	0.817	0.500	UniRef:UniRef50_W6JYB4
contig_1	cds	28079	29167	+	LKFOJG_00021	448.0	3.0e-156	0.920	0.910	0.628	UniRef:UniRef50_A0A7R6WBN5
contig_1	cds	29324	29842	+	LKFOJG_00022	-	-	-	-	-	-
contig_1	tRNA	29916	29989	+	LKFOJG_00023	80.6	-	-	-	-	-
contig_1	cds	30080	30526	+	LKFOJG_00024	-	-	-	-	-	-
contig_1	cds	30541	30999	+	LKFOJG_00025	-	-	-	-	-	-
contig_1	cds	31036	31446	-	LKFOJG_00026	229.0	6.8e-77	1.0	0.971	0.963	UniRef:UniRef50_D7GHF4
contig_1	cds	31719	32501	+	LKFOJG_00027	496.0	8.3e-179	1.004	1.0	0.992	UniRef:UniRef50_A0A509MA08
contig_1	cds	32636	32794	+	LKFOJG_00028	-	-	-	-	-	-
contig_1	cds	33172	34362	+	LKFOJG_00029	434.0	2.4e-149	0.995	0.906	0.586	UniRef:UniRef50_G9PH86
contig_1	cds	34379	36031	+	LKFOJG_00030	696.0	8.1e-248	0.976	0.924	0.652	UniRef:UniRef50_S3WUI9
contig_1	cds	36267	36926	-	LKFOJG_00031	209.0	7.2e-66	1.0	0.830	0.511	UniRef:UniRef50_A0A2P9FBJ8
contig_1	cds	36923	38425	-	LKFOJG_00032	944.0	0.0	1.0	1.0	0.996	UniRef:UniRef50_A0A2C7APS2
contig_1	cds	38627	39961	-	LKFOJG_00033	520.0	1.1e-181	0.950	0.876	0.616	UniRef:UniRef50_A0A839QSQ7
contig_1	cds	39980	41191	-	LKFOJG_00034	392.0	7.9e-132	0.968	0.816	0.549	UniRef:UniRef50_A0A839QGS9
contig_1	cds	41562	43454	+	LKFOJG_00035	1086.0	0.0	1.0	1.0	0.998	UniRef:UniRef50_D7GHG3
contig_1	cds	43454	45421	+	LKFOJG_00036	1029.0	0.0	1.0	1.0	0.947	UniRef:UniRef50_D7GHG4
contig_1	cds	45636	46751	+	LKFOJG_00037	416.0	1.1e-142	0.997	0.858	0.589	UniRef:UniRef50_P9WQB1
contig_1	cds	47119	48657	+	LKFOJG_00038	754.0	6.2e-272	0.947	0.887	0.821	UniRef:UniRef50_D7GHG6
contig_1	cds	48874	50073	-	LKFOJG_00039	466.0	7.1e-162	1.023	0.981	0.583	UniRef:UniRef50_A0A383S6I6
contig_1	cds	50088	50228	+	LKFOJG_00040	-	-	-	-	-	-
contig_1	cds	50461	50748	+	LKFOJG_00041	179.0	1.7e-58	1.0	0.848	0.937	UniRef:UniRef50_D7GHG8
contig_1	cds	50769	51029	-	LKFOJG_00042	99.0	7.6e-27	0.977	0.857	0.500	UniRef:UniRef50_A0A2V5LCX1
contig_1	cds	51026	51331	-	LKFOJG_00043	123.0	2.9e-36	0.842	0.825	0.776	UniRef:UniRef50_U1S8W6
contig_1	cds	51461	52120	-	LKFOJG_00044	250.0	1.5e-82	1.078	0.979	0.576	UniRef:UniRef50_D7GHG9
contig_1	cds	52244	52753	+	LKFOJG_00045	313.0	2.2e-109	0.923	0.907	0.987	UniRef:UniRef50_D7GHH0
contig_1	cds	52856	54469	-	LKFOJG_00046	-	-	-	-	-	-
contig_1	cds	54920	57040	-	LKFOJG_00047	800.0	9.9e-284	1.035	1.008	0.581	UniRef:UniRef50_D7GHH4
contig_1	cds	57135	58004	-	LKFOJG_00048	372.0	3.7e-128	0.990	0.854	0.622	UniRef:UniRef50_Q9ZAE7
contig_1	cds	58168	58914	+	LKFOJG_00049	272.0	1.3e-90	0.919	0.919	0.583	UniRef:UniRef50_A0A2Z5QWS0
contig_1	cds	58911	59363	+	LKFOJG_00050	258.0	6.1e-88	1.0	1.0	0.973	UniRef:UniRef50_D7GHH7
contig_1	cds	59424	60305	+	LKFOJG_00051	290.0	7.3e-96	0.993	0.912	0.522	UniRef:UniRef50_S3XA14
contig_1	cds	60316	62079	+	LKFOJG_00052	1157.0	0.0	1.0	1.0	0.990	UniRef:UniRef50_D7GHI0
contig_1	cds	63559	64017	+	LKFOJG_00053	-	-	-	-	-	-
contig_1	cds	64005	65282	-	LKFOJG_00054	641.0	3.9e-230	0.965	0.919	0.834	UniRef:UniRef50_D7GHH9
contig_1	cds	65527	66834	+	LKFOJG_00055	658.0	8.1e-237	1.0	0.998	0.731	UniRef:UniRef50_A0A498QIU8
contig_1	cds	66974	68071	-	LKFOJG_00056	-	-	-	-	-	-
contig_1	cds	68660	70120	-	LKFOJG_00057	531.0	3.3e-185	0.984	0.964	0.571	UniRef:UniRef50_A0A7C8FYY5
contig_1	cds	70125	71123	-	LKFOJG_00058	499.0	2.0e-177	0.988	0.973	0.735	UniRef:UniRef50_A0A7K0G7D0
contig_1	cds	71254	74496	-	LKFOJG_00059	1708.0	0.0	1.244	1.0	0.780	UniRef:UniRef50_A0A2C7AMA3
contig_1	cds	74789	75976	+	LKFOJG_00060	545.0	1.1e-193	0.959	0.979	0.670	UniRef:UniRef50_A0A5M8P9S5
contig_1	cds	75973	78009	+	LKFOJG_00061	1358.0	0.0	1.0	1.0	0.984	UniRef:UniRef50_D7GHI6
contig_1	cds	77981	78898	+	LKFOJG_00062	-	-	-	-	-	-
contig_1	cds	78898	79677	+	LKFOJG_00063	301.0	1.1e-101	0.884	0.888	0.659	UniRef:UniRef50_A0A1R4HWD6
contig_1	cds	79750	81057	-	LKFOJG_00064	852.0	0.0	1.193	1.0	0.834	UniRef:UniRef50_G9PHX7
contig_1	cds	81293	82825	-	LKFOJG_00065	536.0	2.0e-186	0.973	0.973	0.573	UniRef:UniRef50_D7GHI1
contig_1	cds	83239	84546	-	LKFOJG_00066	855.0	0.0	1.193	1.0	0.838	UniRef:UniRef50_G9PHX7
contig_1	cds	84670	85317	+	LKFOJG_00067	-	-	-	-	-	-
contig_1	cds	85320	85664	+	LKFOJG_00068	-	-	-	-	-	-
contig_1	cds	85708	87261	+	LKFOJG_00069	427.0	5.3e-143	1.002	0.965	0.500	UniRef:UniRef50_A0A430F7S4
contig_1	cds	87434	88582	+	LKFOJG_00070	528.0	3.5e-187	1.010	0.967	0.707	UniRef:UniRef50_A0A3M0GBG0
contig_1	cds	88592	90208	+	LKFOJG_00071	1032.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_D7GHQ2
contig_1	cds	90387	91256	+	LKFOJG_00072	524.0	7.9e-189	1.0	1.0	1.0	UniRef:UniRef50_D7GHQ1
contig_1	cds	91367	92170	-	LKFOJG_00073	492.0	6.5e-177	1.0	1.0	0.993	UniRef:UniRef50_D7GHQ0
contig_1	cds	92673	93977	+	LKFOJG_00074	483.0	1.8e-167	0.986	0.909	0.568	UniRef:UniRef50_A0A1R4KBG3
contig_1	cds	94189	94797	+	LKFOJG_00075	114.0	1.1e-29	1.010	0.876	0.515	UniRef:UniRef50_A0A1H3GF30
contig_1	cds	95112	97313	+	LKFOJG_00076	816.0	7.4e-289	0.914	0.850	1.0	UniRef:UniRef50_D7GHP7
contig_1	cds	97860	98585	+	LKFOJG_00077	-	-	-	-	-	-
contig_1	cds	98578	99441	+	LKFOJG_00078	286.0	6.0e-94	1.014	0.820	0.526	UniRef:UniRef50_A0A853B079
contig_1	cds	99700	101235	+	LKFOJG_00079	1010.0	0.0	1.0	0.884	0.998	UniRef:UniRef50_D7GHP4
contig_1	cds	101413	102219	+	LKFOJG_00080	528.0	7.7e-191	0.993	0.914	1.0	UniRef:UniRef50_D7GHP3
contig_1	cds	103064	103978	+	LKFOJG_00081	-	-	-	-	-	-
contig_1	cds	104016	104540	-	LKFOJG_00082	-	-	-	-	-	-
contig_1	cds	105517	108555	-	LKFOJG_00083	1226.0	0.0	1.017	1.001	0.627	UniRef:UniRef50_A0A7M1MD85
contig_1	cds	108552	109769	-	LKFOJG_00084	517.0	5.9e-182	1.042	1.012	0.682	UniRef:UniRef50_A0A0B7NNV2
contig_1	cds	109766	111334	-	LKFOJG_00085	607.0	1.4e-213	1.054	0.986	0.582	UniRef:UniRef50_A0A168RIY5
contig_1	cds	111389	113212	-	LKFOJG_00086	-	-	-	-	-	-
contig_1	cds	113209	114408	-	LKFOJG_00087	399.0	8.0e-135	1.160	1.0	0.557	UniRef:UniRef50_G9PEV7
contig_1	cds	114497	114721	+	LKFOJG_00088	-	-	-	-	-	-
contig_1	cds	114610	115599	-	LKFOJG_00089	537.0	8.2e-192	0.960	0.823	0.804	UniRef:UniRef50_A0A1E7XGG6
contig_1	cds	115814	117550	+	LKFOJG_00090	1024.0	0.0	1.067	1.008	0.864	UniRef:UniRef50_A0A0B7NZ33
contig_1	cds	117543	117758	+	LKFOJG_00091	-	-	-	-	-	-
contig_1	cds	117730	119037	-	LKFOJG_00092	657.0	1.6e-236	0.995	0.993	0.716	UniRef:UniRef50_A0A498QIU8
contig_1	cds	119004	119792	-	LKFOJG_00093	-	-	-	-	-	-
contig_1	cds	120076	120675	-	LKFOJG_00094	189.0	6.1e-59	0.995	0.825	0.545	UniRef:UniRef50_D7GHL8
contig_1	cds	120679	121683	-	LKFOJG_00095	406.0	8.1e-140	0.976	0.838	0.620	UniRef:UniRef50_Q01324
contig_1	cds	121822	122202	+	LKFOJG_00096	-	-	-	-	-	-
contig_1	cds	122199	122663	+	LKFOJG_00097	150.0	4.3e-45	0.929	0.883	0.552	UniRef:UniRef50_D7GHL5
contig_1	cds	122719	123633	+	LKFOJG_00098	532.0	2.0e-191	1.020	1.0	0.981	UniRef:UniRef50_D7GHL4
contig_1	cds	123640	124335	+	LKFOJG_00099	320.0	2.8e-109	0.987	0.814	0.706	UniRef:UniRef50_C8W6G4
contig_1	cds	124332	125759	+	LKFOJG_00100	650.0	2.8e-232	0.947	0.905	0.744	UniRef:UniRef50_A0A1R4KBP4
contig_1	cds	125788	127047	-	LKFOJG_00101	766.0	2.6e-280	1.0	1.0	0.967	UniRef:UniRef50_D7GHL1
contig_1	cds	127047	128045	-	LKFOJG_00102	430.0	7.3e-150	0.934	0.864	0.694	UniRef:UniRef50_A0A383S5Q8
contig_1	cds	128477	129253	-	LKFOJG_00103	491.0	1.3e-176	1.0	1.0	0.996	UniRef:UniRef50_D7GHK9
contig_1	cds	129327	130379	-	LKFOJG_00104	667.0	1.1e-242	1.0	0.877	1.0	UniRef:UniRef50_U1QA82
contig_1	cds	130432	131988	-	LKFOJG_00105	669.0	2.6e-238	0.998	0.970	0.658	UniRef:UniRef50_S2W457
contig_1	cds	132419	133582	-	LKFOJG_00106	774.0	9.7e-283	1.078	0.865	0.923	UniRef:UniRef50_D7GHK6
contig_1	cds	133641	134948	-	LKFOJG_00107	855.0	0.0	1.193	1.0	0.838	UniRef:UniRef50_G9PHX7
contig_1	cds	134967	135842	+	LKFOJG_00108	-	-	-	-	-	-
contig_1	cds	136135	136815	-	LKFOJG_00109	365.0	3.9e-128	1.0	1.0	0.942	UniRef:UniRef50_D7GHS8
contig_1	cds	137357	138343	+	LKFOJG_00110	335.0	2.3e-112	0.921	0.825	0.606	UniRef:UniRef50_D7GHS9
contig_1	cds	138223	139848	-	LKFOJG_00111	1027.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_D7GHT0
contig_1	cds	139975	141249	+	LKFOJG_00112	522.0	2.9e-182	1.002	0.840	0.631	UniRef:UniRef50_Q6A5P0
contig_1	cds	141370	142050	+	LKFOJG_00113	215.0	7.8e-69	0.982	0.978	0.527	UniRef:UniRef50_D7GHT2
contig_1	cds	142190	145177	-	LKFOJG_00114	1635.0	0.0	1.001	1.0	0.994	UniRef:UniRef50_D7GHT4
contig_1	cds	145427	146821	+	LKFOJG_00115	552.0	8.6e-193	1.009	0.836	0.611	UniRef:UniRef50_S3X4W2
contig_1	cds	146818	147537	+	LKFOJG_00116	275.0	2.8e-91	0.996	0.862	0.584	UniRef:UniRef50_A0A087CIY7
contig_1	cds	147534	148823	+	LKFOJG_00117	781.0	9.2e-286	1.0	1.0	0.995	UniRef:UniRef50_A0A2C8BGB7
contig_1	cds	148885	149532	-	LKFOJG_00118	388.0	2.5e-137	1.0	1.0	0.967	UniRef:UniRef50_D7GHT8
contig_1	cds	149865	150362	+	LKFOJG_00119	191.0	1.2e-60	0.994	0.828	0.585	UniRef:UniRef50_A0A1L9B3A7
contig_1	cds	150530	151276	-	LKFOJG_00120	276.0	6.2e-92	1.077	0.978	0.524	UniRef:UniRef50_Q8XNS6
contig_1	cds	151477	153186	+	LKFOJG_00121	969.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_A0A0B7NZ23
contig_1	cds	153841	155277	-	LKFOJG_00122	722.0	2.0e-260	0.998	0.966	0.746	UniRef:UniRef50_K6V5S5
contig_1	cds	155439	156446	-	LKFOJG_00123	295.0	2.0e-96	1.009	0.878	0.515	UniRef:UniRef50_A0A2Z3YQT9
contig_1	tRNA	156470	156555	+	LKFOJG_00124	78.6	-	-	-	-	-
contig_1	cds	156660	157097	+	LKFOJG_00125	-	-	-	-	-	-
contig_1	cds	157473	160070	-	LKFOJG_00126	1372.0	0.0	1.010	1.0	0.977	UniRef:UniRef50_D7GHU5
contig_1	tRNA	160310	160402	+	LKFOJG_00127	83.1	-	-	-	-	-
contig_1	tRNA	160587	160662	+	LKFOJG_00128	78.9	-	-	-	-	-
contig_1	cds	161029	161289	-	LKFOJG_00129	-	-	-	-	-	-
contig_1	cds	161237	162325	-	LKFOJG_00130	-	-	-	-	-	-
contig_1	cds	162517	163200	+	LKFOJG_00131	209.0	3.2e-66	1.013	0.958	0.500	UniRef:UniRef50_D7GHU9
contig_1	cds	163197	163916	+	LKFOJG_00132	236.0	5.8e-76	1.008	0.870	0.515	UniRef:UniRef50_A0A4Q2EJE7
contig_1	cds	164015	164833	-	LKFOJG_00133	-	-	-	-	-	-
contig_1	cds	164920	165969	+	LKFOJG_00134	717.0	3.6e-263	1.0	1.0	0.994	UniRef:UniRef50_D7GHV2
contig_1	cds	166074	166916	+	LKFOJG_00135	560.0	2.6e-203	1.0	1.0	1.0	UniRef:UniRef50_D7GHV3
contig_1	cds	167070	169526	-	LKFOJG_00136	1425.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_D7GHV4
contig_1	cds	169526	170404	-	LKFOJG_00137	516.0	5.6e-185	1.082	0.997	0.877	UniRef:UniRef50_D7GHV5
contig_1	cds	170681	171367	-	LKFOJG_00138	232.0	4.9e-75	0.974	0.899	0.572	UniRef:UniRef50_D9WCE0
contig_1	cds	171357	172679	-	LKFOJG_00139	437.0	2.0e-149	0.957	0.927	0.570	UniRef:UniRef50_D7GHV7
contig_1	cds	172825	173532	-	LKFOJG_00140	456.0	1.2e-163	1.0	1.0	0.996	UniRef:UniRef50_A0A2C7ASV7
contig_1	cds	173638	174255	+	LKFOJG_00141	207.0	1.2e-65	0.961	0.814	0.533	UniRef:UniRef50_A0A8J3K9M5
contig_1	cds	174505	174732	+	LKFOJG_00142	-	-	-	-	-	-
contig_1	cds	174821	175054	+	LKFOJG_00143	-	-	-	-	-	-
contig_1	cds	175188	175562	-	LKFOJG_00144	129.0	7.0e-38	1.008	0.919	0.528	UniRef:UniRef50_A0A178X9R2
contig_1	cds	175636	176259	-	LKFOJG_00145	395.0	4.1e-140	0.942	0.841	1.0	UniRef:UniRef50_D7GHW3
contig_1	cds	176412	177023	+	LKFOJG_00146	-	-	-	-	-	-
contig_1	cds	177375	178877	+	LKFOJG_00147	519.0	6.4e-180	1.028	1.008	0.521	UniRef:UniRef50_S3Y5P7
contig_1	cds	178894	180027	+	LKFOJG_00148	534.0	1.1e-189	0.984	0.974	0.709	UniRef:UniRef50_D7GHW6
contig_1	cds	180051	183785	+	LKFOJG_00149	2240.0	0.0	1.0	1.0	0.999	UniRef:UniRef50_D7GHW7
contig_1	cds	184120	185301	-	LKFOJG_00150	425.0	7.2e-146	0.985	0.904	0.537	UniRef:UniRef50_A0A512PPA3
contig_1	cds	185439	187136	-	LKFOJG_00151	927.0	0.0	1.0	0.989	0.991	UniRef:UniRef50_D7GHX1
contig_1	cds	187360	188268	-	LKFOJG_00152	278.0	5.1e-91	0.980	0.925	0.510	UniRef:UniRef50_U7MWB3
contig_1	cds	188265	188609	-	LKFOJG_00153	74.7	1.1e-16	0.860	0.875	0.500	UniRef:UniRef50_A0A4P7RQ73
contig_1	cds	188909	189058	-	LKFOJG_00154	-	-	-	-	-	-
contig_1	cds	189037	189531	-	LKFOJG_00155	-	-	-	-	-	-
contig_1	cds	189735	190052	+	LKFOJG_00156	125.0	4.9e-37	0.933	1.010	0.653	UniRef:UniRef50_W6JT09
contig_1	cds	190376	192007	+	LKFOJG_00157	769.0	5.8e-276	0.994	0.878	0.670	UniRef:UniRef50_H5WR36
contig_1	cds	192013	195780	+	LKFOJG_00158	2124.0	0.0	1.0	0.996	0.830	UniRef:UniRef50_A0A2E0Y6E7
contig_1	cds	195782	196930	+	LKFOJG_00159	400.0	3.0e-136	0.997	0.920	0.583	UniRef:UniRef50_A0A344UXD3
contig_1	cds	197196	198620	-	LKFOJG_00160	602.0	2.5e-213	0.987	0.983	0.647	UniRef:UniRef50_A0A0A1D609
contig_1	cds	199171	199470	+	LKFOJG_00161	-	-	-	-	-	-
contig_1	cds	199505	199714	+	LKFOJG_00162	-	-	-	-	-	-
contig_1	cds	199786	199920	+	LKFOJG_00163	-	-	-	-	-	-
contig_1	cds	200006	200206	+	LKFOJG_00164	-	-	-	-	-	-
contig_1	cds	200461	201108	+	LKFOJG_00165	-	-	-	-	-	-
contig_1	cds	201105	202061	+	LKFOJG_00166	628.0	5.2e-229	1.0	1.0	0.994	UniRef:UniRef50_D7GHY6
contig_1	cds	202292	203581	-	LKFOJG_00167	402.0	1.7e-135	0.930	0.854	0.531	UniRef:UniRef50_A0A1J0TM93
contig_1	cds	203612	204196	-	LKFOJG_00168	265.0	6.2e-89	1.046	0.935	0.700	UniRef:UniRef50_A0A1R4HW85
contig_1	cds	204587	205897	+	LKFOJG_00169	576.0	3.5e-204	0.954	0.904	0.724	UniRef:UniRef50_A0A410YGZ4
contig_1	cds	205911	206510	+	LKFOJG_00170	269.0	1.7e-90	0.995	0.904	0.626	UniRef:UniRef50_A0A1R4K0K1
contig_1	cds	206692	207999	-	LKFOJG_00171	-	-	-	-	-	-
contig_1	cds	208042	209961	-	LKFOJG_00172	630.0	3.3e-221	0.828	0.994	0.635	UniRef:UniRef50_H5TIQ9
contig_1	cds	210111	210551	+	LKFOJG_00173	143.0	1.2e-42	0.952	0.921	0.532	UniRef:UniRef50_A0A1P8U5K5
contig_1	cds	210619	211056	+	LKFOJG_00174	-	-	-	-	-	-
contig_1	cds	211060	211503	-	LKFOJG_00175	-	-	-	-	-	-
contig_1	cds	211577	212242	+	LKFOJG_00176	-	-	-	-	-	-
contig_1	cds	212239	212811	+	LKFOJG_00177	-	-	-	-	-	-
contig_1	cds	213223	213672	-	LKFOJG_00178	196.0	3.7e-63	0.966	0.852	0.701	UniRef:UniRef50_D7GHZ9
contig_1	cds	213774	214409	+	LKFOJG_00179	419.0	2.2e-149	1.0	0.883	1.0	UniRef:UniRef50_A0A4Y4DS74
contig_1	cds	214427	215326	+	LKFOJG_00180	-	-	-	-	-	-
contig_1	cds	215618	217681	-	LKFOJG_00181	720.0	6.3e-252	0.933	0.817	0.587	UniRef:UniRef50_L0ECY2
contig_1	cds	217678	219411	-	LKFOJG_00182	642.0	4.9e-224	0.993	0.806	0.602	UniRef:UniRef50_S3X978
contig_1	cds	219411	220103	-	LKFOJG_00183	437.0	4.9e-156	1.0	0.958	0.996	UniRef:UniRef50_D7GI04
contig_1	cds	220182	221072	-	LKFOJG_00184	298.0	4.6e-98	1.024	0.808	0.568	UniRef:UniRef50_A0A317MFC0
contig_1	cds	221325	222827	+	LKFOJG_00185	489.0	1.9e-167	0.942	0.847	0.548	UniRef:UniRef50_J0X0E1
contig_1	cds	222992	223351	+	LKFOJG_00186	228.0	3.2e-77	1.0	0.930	1.0	UniRef:UniRef50_D7GI07
contig_1	cds	223351	224268	+	LKFOJG_00187	309.0	3.1e-103	0.846	0.806	0.659	UniRef:UniRef50_A0A375I2W9
contig_1	cds	224558	226252	+	LKFOJG_00188	488.0	7.3e-166	1.034	1.010	0.513	UniRef:UniRef50_A0A1R1IBE4
contig_1	cds	226393	228003	+	LKFOJG_00189	487.0	2.9e-165	0.925	0.817	0.526	UniRef:UniRef50_P9WFU9
contig_1	cds	228189	228911	-	LKFOJG_00190	481.0	1.5e-173	1.0	1.0	0.988	UniRef:UniRef50_D7GI11
contig_1	cds	229056	230168	+	LKFOJG_00191	477.0	1.4e-167	0.984	0.981	0.643	UniRef:UniRef50_D7GI12
contig_1	cds	230165	231139	+	LKFOJG_00192	431.0	5.9e-150	0.981	0.855	0.648	UniRef:UniRef50_A0A344UQN7
contig_1	cds	231150	232499	+	LKFOJG_00193	806.0	4.6e-295	1.011	1.0	0.987	UniRef:UniRef50_D7GI14
contig_1	cds	232725	233759	-	LKFOJG_00194	667.0	2.3e-243	1.0	1.0	0.983	UniRef:UniRef50_D7GI15
contig_1	cds	234075	234362	-	LKFOJG_00195	106.0	1.8e-29	1.0	0.888	0.621	UniRef:UniRef50_D7GI16
contig_1	cds	234541	235275	+	LKFOJG_00196	215.0	6.9e-68	0.934	0.826	0.553	UniRef:UniRef50_A0A255EIZ3
contig_1	cds	235388	236032	+	LKFOJG_00197	219.0	1.4e-70	0.991	0.951	0.547	UniRef:UniRef50_A0A147F639
contig_1	cds	236075	236959	-	LKFOJG_00198	581.0	5.1e-211	1.0	0.990	0.990	UniRef:UniRef50_R2SIF7
contig_1	cds	237049	237423	-	LKFOJG_00199	-	-	-	-	-	-
contig_1	cds	237766	238137	-	LKFOJG_00200	-	-	-	-	-	-
contig_1	cds	238452	241847	-	LKFOJG_00201	1219.0	0.0	0.997	0.933	0.566	UniRef:UniRef50_A0A0C5URS1
contig_1	cds	242006	242746	+	LKFOJG_00202	445.0	5.1e-159	1.0	1.0	0.955	UniRef:UniRef50_D7GI23
contig_1	cds	242750	244192	-	LKFOJG_00203	805.0	1.2e-293	1.0	1.0	0.979	UniRef:UniRef50_D7GI24
contig_1	cds	244745	246112	-	LKFOJG_00204	746.0	6.1e-271	1.033	1.0	0.966	UniRef:UniRef50_D7GI25
contig_1	cds	246330	246674	+	LKFOJG_00205	74.7	1.1e-16	0.860	0.875	0.500	UniRef:UniRef50_A0A4P7RQ73
contig_1	cds	246692	247645	+	LKFOJG_00206	-	-	-	-	-	-
contig_1	cds	247587	248786	+	LKFOJG_00207	655.0	1.3e-236	1.0	0.950	0.794	UniRef:UniRef50_A0A021VRU5
contig_1	cds	248812	249084	+	LKFOJG_00208	-	-	-	-	-	-
contig_1	cds	249647	251002	-	LKFOJG_00209	471.0	2.2e-162	0.993	0.937	0.556	UniRef:UniRef50_Q6A6B6
contig_1	cds	251152	252405	-	LKFOJG_00210	686.0	1.2e-248	0.998	0.990	0.798	UniRef:UniRef50_A0A021VRU5
contig_1	cds	252717	254024	-	LKFOJG_00211	657.0	1.6e-236	0.995	0.993	0.737	UniRef:UniRef50_A0A498QIU8
contig_1	cds	254267	255262	-	LKFOJG_00212	429.0	1.5e-149	0.976	0.895	0.672	UniRef:UniRef50_A0A2S2GFT0
contig_1	cds	255308	256696	-	LKFOJG_00213	620.0	1.5e-219	1.045	0.864	0.660	UniRef:UniRef50_G9PK52
contig_1	cds	256719	259787	-	LKFOJG_00214	1192.0	0.0	1.093	0.976	0.541	UniRef:UniRef50_F9EDF7
contig_1	cds	260136	261089	+	LKFOJG_00215	582.0	1.0e-210	1.0	0.964	1.0	UniRef:UniRef50_D7GI36
contig_1	cds	261051	261884	-	LKFOJG_00216	566.0	1.1e-205	1.0	1.0	0.996	UniRef:UniRef50_D7GI37
contig_1	cds	261908	262279	-	LKFOJG_00217	-	-	-	-	-	-
contig_1	cds	262902	264869	-	LKFOJG_00218	737.0	2.6e-260	0.982	0.913	0.631	UniRef:UniRef50_A0A1R4KL56
contig_1	cds	264956	265189	-	LKFOJG_00219	76.6	2.1e-18	0.844	0.833	0.554	UniRef:UniRef50_A0A5A9ZMQ2
contig_1	cds	265483	266028	+	LKFOJG_00220	-	-	-	-	-	-
contig_1	cds	266194	266355	+	LKFOJG_00221	-	-	-	-	-	-
contig_1	cds	266656	267516	-	LKFOJG_00222	298.0	2.2e-99	0.997	0.911	0.586	UniRef:UniRef50_A0AA91EI34
contig_1	cds	267516	268310	-	LKFOJG_00223	319.0	3.6e-108	0.996	0.886	0.703	UniRef:UniRef50_A0A1R4IY44
contig_1	cds	268424	269344	+	LKFOJG_00224	310.0	5.2e-103	0.954	0.820	0.582	UniRef:UniRef50_P9WIL1
contig_1	cds	269367	270107	-	LKFOJG_00225	217.0	1.2e-68	0.976	0.913	0.504	UniRef:UniRef50_A0AAW3T846
contig_1	cds	270303	271610	-	LKFOJG_00226	655.0	6.7e-236	0.995	0.993	0.714	UniRef:UniRef50_A0A498QIU8
