# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	124966	125880	+	BPMOEK_00117	250.0	2.1e-79	1.023	0.832	0.508	UniRef:UniRef50_A0A2T6L1H4
contig_1	cds	125877	126632	+	BPMOEK_00118	-	-	-	-	-	-
contig_1	cds	126625	127407	+	BPMOEK_00119	342.0	3.6e-117	0.938	0.816	0.697	UniRef:UniRef50_F5XS88
contig_1	cds	127704	128114	+	BPMOEK_00120	-	-	-	-	-	-
contig_1	cds	128200	129258	+	BPMOEK_00121	330.0	3.8e-110	0.989	0.975	0.580	UniRef:UniRef50_U2PET7
contig_1	cds	129401	130360	-	BPMOEK_00122	365.0	1.0e-124	0.937	0.857	0.652	UniRef:UniRef50_U2R5U9
contig_1	cds	130429	131397	+	BPMOEK_00123	355.0	6.0e-121	0.988	0.952	0.591	UniRef:UniRef50_A0A839J1R4
contig_1	cds	131384	132343	+	BPMOEK_00124	318.0	2.7e-106	0.997	0.922	0.541	UniRef:UniRef50_U2PET2
contig_1	cds	132445	132753	+	BPMOEK_00125	75.1	4.3e-17	1.039	1.010	0.509	UniRef:UniRef50_A0A7X6NW86
contig_1	cds	132772	133644	+	BPMOEK_00126	413.0	1.0e-144	0.986	0.973	0.720	UniRef:UniRef50_D7GEA7
contig_1	cds	133660	134535	+	BPMOEK_00127	544.0	8.4e-196	0.945	0.816	0.989	UniRef:UniRef50_D7GEA5
contig_1	cds	134982	135890	+	BPMOEK_00128	452.0	4.7e-159	1.0	0.844	0.735	UniRef:UniRef50_R7XRQ4
contig_1	cds	135927	136106	+	BPMOEK_00129	-	-	-	-	-	-
contig_1	cds	136147	137004	-	BPMOEK_00130	490.0	4.7e-175	0.891	0.827	0.996	UniRef:UniRef50_D7GEA2
contig_1	cds	137140	139941	+	BPMOEK_00131	980.0	0.0	1.009	0.910	0.581	UniRef:UniRef50_F5XS98
contig_1	cds	139953	140330	+	BPMOEK_00132	263.0	4.9e-91	1.0	1.0	0.992	UniRef:UniRef50_H5X0P1
contig_1	cds	140445	141461	-	BPMOEK_00133	358.0	9.0e-121	0.994	0.859	0.577	UniRef:UniRef50_S2Y6N3
contig_1	cds	141546	142310	+	BPMOEK_00134	329.0	9.6e-113	1.004	0.996	0.667	UniRef:UniRef50_Q2J8L3
contig_1	cds	142495	143520	+	BPMOEK_00135	674.0	2.1e-245	1.0	0.853	1.0	UniRef:UniRef50_A0A509MG78
contig_1	cds	143819	145579	+	BPMOEK_00136	751.0	6.2e-267	0.998	0.835	0.626	UniRef:UniRef50_A0A1H5NKC3
contig_1	cds	145576	146103	+	BPMOEK_00137	169.0	6.3e-52	0.931	0.845	0.558	UniRef:UniRef50_A0A7X8APS6
contig_1	cds	146148	147179	+	BPMOEK_00138	404.0	6.5e-139	0.962	0.827	0.594	UniRef:UniRef50_P9WKJ7
contig_1	cds	147339	148202	-	BPMOEK_00139	446.0	8.2e-158	0.958	0.926	0.865	UniRef:UniRef50_D7GDI0
contig_1	cds	148184	148771	-	BPMOEK_00140	-	-	-	-	-	-
contig_1	cds	149059	150123	-	BPMOEK_00141	394.0	1.0e-134	1.0	0.876	0.636	UniRef:UniRef50_P9WKK9
contig_1	cds	150289	151374	+	BPMOEK_00142	394.0	3.5e-135	1.006	0.995	0.545	UniRef:UniRef50_F9NSM1
contig_1	cds	151406	153004	+	BPMOEK_00143	560.0	1.7e-193	0.979	0.822	0.559	UniRef:UniRef50_O86511
contig_1	cds	153064	153909	+	BPMOEK_00144	305.0	3.5e-102	1.036	0.993	0.570	UniRef:UniRef50_U1GI36
contig_1	cds	153917	155011	+	BPMOEK_00145	682.0	8.6e-249	1.0	1.0	0.997	UniRef:UniRef50_D7GE87
contig_1	tRNA	155076	155147	+	BPMOEK_00146	53.5	-	-	-	-	-
contig_1	tRNA	155241	155313	+	BPMOEK_00147	61.3	-	-	-	-	-
contig_1	cds	155413	156141	-	BPMOEK_00148	323.0	4.6e-110	0.963	0.815	0.717	UniRef:UniRef50_D7GE86
contig_1	cds	156185	157594	+	BPMOEK_00149	728.0	1.8e-263	0.991	1.0	0.763	UniRef:UniRef50_Q8A6L7
contig_1	cds	157608	158204	+	BPMOEK_00150	246.0	2.0e-81	0.980	0.855	0.593	UniRef:UniRef50_A6W7Q8
contig_1	cds	158336	159139	+	BPMOEK_00151	346.0	3.9e-119	0.970	0.952	0.660	UniRef:UniRef50_D7GE83
contig_1	cds	159213	160340	+	BPMOEK_00152	399.0	1.3e-136	0.981	0.951	0.565	UniRef:UniRef50_D7GE82
contig_1	cds	160379	161380	-	BPMOEK_00153	494.0	2.6e-175	0.907	0.853	0.781	UniRef:UniRef50_A0A0R2CZS0
contig_1	cds	161484	162218	+	BPMOEK_00154	465.0	5.6e-167	1.008	1.0	0.988	UniRef:UniRef50_A0A2C7YYM1
contig_1	cds	162229	163272	+	BPMOEK_00155	287.0	1.8e-93	0.885	0.862	0.511	UniRef:UniRef50_S3Y3H1
contig_1	cds	163445	165766	+	BPMOEK_00156	741.0	9.4e-259	0.990	0.962	0.542	UniRef:UniRef50_A0A1Q5PVI3
contig_1	cds	165846	167279	+	BPMOEK_00157	553.0	1.2e-193	0.996	0.933	0.613	UniRef:UniRef50_A0A0A8EJG2
contig_1	cds	167284	167937	+	BPMOEK_00158	188.0	4.7e-58	0.917	0.829	0.538	UniRef:UniRef50_F5XDU9
contig_1	cds	167930	168433	+	BPMOEK_00159	166.0	4.5e-51	0.922	0.824	0.604	UniRef:UniRef50_A0A645ESM7
contig_1	cds	168601	168906	+	BPMOEK_00160	84.7	1.1e-20	1.010	0.823	0.539	UniRef:UniRef50_A0A150HGH0
contig_1	cds	169128	173807	-	BPMOEK_00161	1872.0	0.0	1.012	1.003	0.640	UniRef:UniRef50_A0A7W0RIM1
contig_1	cds	173911	174078	-	BPMOEK_00162	-	-	-	-	-	-
contig_1	cds	174387	175505	+	BPMOEK_00163	498.0	1.6e-175	0.903	0.891	0.753	UniRef:UniRef50_P43705
contig_1	cds	175508	176122	+	BPMOEK_00164	-	-	-	-	-	-
contig_1	cds	176284	177819	+	BPMOEK_00165	-	-	-	-	-	-
contig_1	cds	177829	178644	-	BPMOEK_00166	255.0	1.3e-83	0.878	0.964	0.546	UniRef:UniRef50_A0A0D5MHI8
contig_1	cds	178748	180262	+	BPMOEK_00167	636.0	1.9e-224	1.008	0.847	0.661	UniRef:UniRef50_D5ZT17
contig_1	cds	180259	181245	+	BPMOEK_00168	276.0	1.8e-89	0.881	0.828	0.522	UniRef:UniRef50_A0A1B0ZJK8
contig_1	cds	181260	182102	+	BPMOEK_00169	272.0	5.5e-89	0.979	0.835	0.536	UniRef:UniRef50_S3XC00
contig_1	cds	182146	183582	+	BPMOEK_00170	552.0	1.8e-193	0.950	0.928	0.650	UniRef:UniRef50_A0A0N9HZW3
contig_1	cds	183749	185812	+	BPMOEK_00171	717.0	9.4e-252	0.991	0.939	0.581	UniRef:UniRef50_A0A2H1L362
contig_1	cds	185816	186658	-	BPMOEK_00172	291.0	1.9e-96	0.964	0.833	0.563	UniRef:UniRef50_A0JUZ2
contig_1	cds	186928	187695	+	BPMOEK_00173	333.0	3.1e-114	1.047	1.0	0.951	UniRef:UniRef50_A0A2C7ZAN3
contig_1	cds	187998	188495	+	BPMOEK_00174	160.0	4.3e-49	0.879	0.929	0.559	UniRef:UniRef50_Q8FPF8
contig_1	cds	188681	191572	+	BPMOEK_00175	1295.0	0.0	1.004	0.852	0.699	UniRef:UniRef50_O54196
contig_1	cds	191681	192622	-	BPMOEK_00176	320.0	6.8e-107	0.942	0.865	0.556	UniRef:UniRef50_A0A1G6H6Z1
contig_1	cds	192814	194442	+	BPMOEK_00177	759.0	5.1e-272	0.954	0.814	0.735	UniRef:UniRef50_A0AAJ1BB24
contig_1	cds	194439	195749	+	BPMOEK_00178	433.0	8.3e-148	0.995	0.952	0.541	UniRef:UniRef50_A0A7L5ZBE8
contig_1	cds	195746	197137	+	BPMOEK_00179	538.0	4.5e-188	0.935	0.864	0.621	UniRef:UniRef50_D7GE54
contig_1	cds	197220	198188	-	BPMOEK_00180	318.0	3.5e-106	0.966	0.891	0.547	UniRef:UniRef50_K0YU60
contig_1	cds	198398	199333	+	BPMOEK_00181	328.0	2.6e-110	0.990	0.942	0.581	UniRef:UniRef50_A0A1H9QQY3
contig_1	cds	199393	202023	+	BPMOEK_00182	906.0	0.0	0.898	0.853	0.574	UniRef:UniRef50_A0A2U1F2E1
contig_1	cds	202161	206129	+	BPMOEK_00183	1392.0	0.0	1.064	1.023	0.557	UniRef:UniRef50_A0A516PZU7
contig_1	cds	206237	207112	+	BPMOEK_00184	319.0	2.0e-107	1.017	0.964	0.571	UniRef:UniRef50_A0A1Q2D0R1
contig_1	cds	207125	208018	-	BPMOEK_00185	-	-	-	-	-	-
contig_1	cds	207987	208466	-	BPMOEK_00186	-	-	-	-	-	-
contig_1	cds	208935	209738	+	BPMOEK_00187	-	-	-	-	-	-
contig_1	cds	209841	210770	-	BPMOEK_00188	465.0	1.9e-164	0.981	0.902	0.789	UniRef:UniRef50_G4CZQ4
contig_2	cds	1	1968	+	BPMOEK_00189	737.0	2.6e-260	0.982	0.913	0.631	UniRef:UniRef50_A0A1R4KL56
contig_2	cds	2591	2962	+	BPMOEK_00190	-	-	-	-	-	-
contig_2	cds	2986	3819	+	BPMOEK_00191	566.0	1.1e-205	1.0	1.0	0.996	UniRef:UniRef50_D7GI37
contig_2	cds	3781	4734	-	BPMOEK_00192	582.0	1.0e-210	1.0	0.964	1.0	UniRef:UniRef50_D7GI36
contig_2	cds	5083	8151	+	BPMOEK_00193	1192.0	0.0	1.093	0.976	0.541	UniRef:UniRef50_F9EDF7
contig_2	cds	8174	9562	+	BPMOEK_00194	620.0	1.5e-219	1.045	0.864	0.660	UniRef:UniRef50_G9PK52
contig_2	cds	9608	10603	+	BPMOEK_00195	429.0	1.5e-149	0.976	0.895	0.672	UniRef:UniRef50_A0A2S2GFT0
contig_2	cds	10845	12152	+	BPMOEK_00196	657.0	1.6e-236	0.995	0.993	0.737	UniRef:UniRef50_A0A498QIU8
contig_2	cds	12464	13717	+	BPMOEK_00197	686.0	1.2e-248	0.998	0.990	0.798	UniRef:UniRef50_A0A021VRU5
contig_2	cds	13867	15222	+	BPMOEK_00198	471.0	2.2e-162	0.993	0.937	0.556	UniRef:UniRef50_Q6A6B6
contig_2	cds	15785	16057	-	BPMOEK_00199	-	-	-	-	-	-
contig_2	cds	16083	17282	-	BPMOEK_00200	655.0	1.3e-236	1.0	0.950	0.794	UniRef:UniRef50_A0A021VRU5
contig_2	cds	17224	18177	-	BPMOEK_00201	-	-	-	-	-	-
contig_2	cds	18195	18539	-	BPMOEK_00202	74.7	1.1e-16	0.860	0.875	0.500	UniRef:UniRef50_A0A4P7RQ73
contig_2	cds	18757	20124	+	BPMOEK_00203	746.0	6.1e-271	1.033	1.0	0.966	UniRef:UniRef50_D7GI25
contig_2	cds	20677	22119	+	BPMOEK_00204	805.0	1.2e-293	1.0	1.0	0.979	UniRef:UniRef50_D7GI24
contig_2	cds	22123	22863	-	BPMOEK_00205	445.0	5.1e-159	1.0	1.0	0.955	UniRef:UniRef50_D7GI23
contig_2	cds	23022	26417	+	BPMOEK_00206	1219.0	0.0	0.997	0.933	0.566	UniRef:UniRef50_A0A0C5URS1
contig_2	cds	26732	27103	+	BPMOEK_00207	-	-	-	-	-	-
contig_2	cds	27446	27820	+	BPMOEK_00208	-	-	-	-	-	-
contig_2	cds	27910	28794	+	BPMOEK_00209	581.0	5.1e-211	1.0	0.990	0.990	UniRef:UniRef50_R2SIF7
contig_2	cds	28837	29481	-	BPMOEK_00210	219.0	1.4e-70	0.991	0.951	0.547	UniRef:UniRef50_A0A147F639
contig_2	cds	29594	30328	-	BPMOEK_00211	215.0	6.9e-68	0.934	0.826	0.553	UniRef:UniRef50_A0A255EIZ3
contig_2	cds	30507	30794	+	BPMOEK_00212	106.0	1.8e-29	1.0	0.888	0.621	UniRef:UniRef50_D7GI16
contig_2	cds	31110	32144	+	BPMOEK_00213	667.0	2.3e-243	1.0	1.0	0.983	UniRef:UniRef50_D7GI15
contig_2	cds	32369	33718	-	BPMOEK_00214	806.0	4.6e-295	1.011	1.0	0.987	UniRef:UniRef50_D7GI14
contig_2	cds	33729	34703	-	BPMOEK_00215	431.0	5.9e-150	0.981	0.855	0.648	UniRef:UniRef50_A0A344UQN7
contig_2	cds	34700	35812	-	BPMOEK_00216	477.0	1.4e-167	0.984	0.981	0.643	UniRef:UniRef50_D7GI12
contig_2	cds	35957	36679	+	BPMOEK_00217	481.0	1.5e-173	1.0	1.0	0.988	UniRef:UniRef50_D7GI11
contig_2	cds	36865	38475	-	BPMOEK_00218	487.0	2.9e-165	0.925	0.817	0.526	UniRef:UniRef50_P9WFU9
contig_2	cds	38616	40310	-	BPMOEK_00219	488.0	7.3e-166	1.034	1.010	0.513	UniRef:UniRef50_A0A1R1IBE4
contig_2	cds	40601	41518	-	BPMOEK_00220	309.0	3.1e-103	0.846	0.806	0.659	UniRef:UniRef50_A0A375I2W9
contig_2	cds	41518	41877	-	BPMOEK_00221	228.0	3.2e-77	1.0	0.930	1.0	UniRef:UniRef50_D7GI07
contig_2	cds	42042	43544	-	BPMOEK_00222	489.0	1.9e-167	0.942	0.847	0.548	UniRef:UniRef50_J0X0E1
contig_2	cds	43797	44687	+	BPMOEK_00223	298.0	4.6e-98	1.024	0.808	0.568	UniRef:UniRef50_A0A317MFC0
