# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	59156	60364	+	CNGMIB_00057	745.0	1.8e-272	1.005	1.0	0.980	UniRef:UniRef50_D7GCZ1
contig_1	cds	60361	61110	+	CNGMIB_00058	234.0	6.9e-75	1.056	0.910	0.536	UniRef:UniRef50_A0A3N4CTT2
contig_1	cds	61004	62425	-	CNGMIB_00059	-	-	-	-	-	-
contig_1	cds	62545	63813	+	CNGMIB_00060	536.0	5.0e-189	0.995	0.970	0.640	UniRef:UniRef50_A0A086YWF5
contig_1	cds	64212	64475	+	CNGMIB_00061	-	-	-	-	-	-
contig_1	cds	64557	65615	+	CNGMIB_00062	416.0	2.1e-144	0.920	0.961	0.630	UniRef:UniRef50_K7RWB1
contig_1	cds	65714	66163	+	CNGMIB_00063	-	-	-	-	-	-
contig_1	cds	66332	67714	+	CNGMIB_00064	560.0	1.5e-196	0.954	0.869	0.661	UniRef:UniRef50_S4XC71
contig_1	cds	67846	68853	+	CNGMIB_00065	339.0	2.0e-114	0.916	0.959	0.596	UniRef:UniRef50_I0R0S6
contig_1	cds	68900	69358	+	CNGMIB_00066	211.0	5.4e-69	0.987	0.820	0.667	UniRef:UniRef50_Q6A976
contig_1	cds	69511	70815	+	CNGMIB_00067	474.0	8.3e-164	0.961	0.903	0.568	UniRef:UniRef50_S2WGZ6
contig_1	cds	70808	71359	+	CNGMIB_00068	-	-	-	-	-	-
contig_1	cds	71344	71733	+	CNGMIB_00069	-	-	-	-	-	-
contig_1	cds	71800	72408	+	CNGMIB_00070	412.0	2.5e-147	1.0	0.985	0.975	UniRef:UniRef50_A0A1H9Q6B8
contig_1	cds	72519	72653	+	CNGMIB_00071	-	-	-	-	-	-
contig_1	cds	72782	74173	-	CNGMIB_00072	903.0	0.0	1.0	0.924	0.983	UniRef:UniRef50_D7GD06
contig_1	cds	74519	76285	+	CNGMIB_00073	679.0	8.2e-240	0.964	0.904	0.598	UniRef:UniRef50_A0A919VNA3
contig_1	cds	76400	76762	-	CNGMIB_00074	124.0	4.3e-36	0.967	0.913	0.552	UniRef:UniRef50_D7GD08
contig_1	cds	76823	77512	-	CNGMIB_00075	299.0	7.9e-102	0.961	0.952	0.632	UniRef:UniRef50_A0A1V3XIX9
contig_1	cds	77696	78190	+	CNGMIB_00076	-	-	-	-	-	-
contig_1	cds	78142	78438	+	CNGMIB_00077	-	-	-	-	-	-
contig_1	cds	78601	79989	+	CNGMIB_00078	744.0	2.1e-269	1.069	1.004	0.812	UniRef:UniRef50_A0A2N3FMB7
contig_1	cds	79946	81163	+	CNGMIB_00079	457.0	1.9e-158	0.894	0.872	0.669	UniRef:UniRef50_D7GD12
contig_1	cds	81128	81712	-	CNGMIB_00080	250.0	5.0e-83	1.005	0.863	0.636	UniRef:UniRef50_A0A7G2D3F9
contig_1	cds	81950	82114	-	CNGMIB_00081	-	-	-	-	-	-
contig_1	cds	82181	83053	-	CNGMIB_00082	471.0	1.6e-166	1.0	0.806	1.0	UniRef:UniRef50_A0A657ITH0
contig_1	cds	83132	83698	+	CNGMIB_00083	226.0	2.5e-74	1.0	0.974	0.601	UniRef:UniRef50_D7GCT0
contig_1	cds	83766	84191	-	CNGMIB_00084	169.0	3.8e-53	1.0	0.910	0.589	UniRef:UniRef50_D7GD13
contig_1	cds	84188	84529	-	CNGMIB_00085	129.0	5.9e-38	1.009	0.857	0.588	UniRef:UniRef50_R2RP96
contig_1	cds	84856	85140	+	CNGMIB_00086	127.0	6.0e-38	0.936	0.880	0.716	UniRef:UniRef50_H9L478
contig_1	cds	85155	85964	+	CNGMIB_00087	291.0	1.6e-97	0.840	0.866	0.646	UniRef:UniRef50_A0A2S6HS62
contig_1	cds	85979	87640	+	CNGMIB_00088	693.0	1.4e-246	1.002	0.955	0.610	UniRef:UniRef50_P45514
contig_1	cds	87651	88334	+	CNGMIB_00089	325.0	6.7e-112	1.009	0.991	0.755	UniRef:UniRef50_D7GD18
contig_1	cds	88343	88876	+	CNGMIB_00090	200.0	4.1e-64	1.056	1.0	0.561	UniRef:UniRef50_A0A8H2M785
contig_1	cds	88912	89361	+	CNGMIB_00091	-	-	-	-	-	-
contig_1	cds	89312	89647	+	CNGMIB_00092	-	-	-	-	-	-
contig_1	cds	89608	90726	+	CNGMIB_00093	-	-	-	-	-	-
contig_1	cds	90723	91067	+	CNGMIB_00094	-	-	-	-	-	-
contig_1	cds	91084	91515	+	CNGMIB_00095	-	-	-	-	-	-
contig_1	cds	91747	92025	+	CNGMIB_00096	113.0	2.4e-32	0.957	0.880	0.682	UniRef:UniRef50_H9L478
contig_1	cds	92172	93029	+	CNGMIB_00097	391.0	5.6e-136	0.933	0.847	0.759	UniRef:UniRef50_D7GD24
contig_1	cds	93026	93910	+	CNGMIB_00098	254.0	4.1e-82	1.014	1.010	0.510	UniRef:UniRef50_D7GD25
contig_1	cds	93912	94184	+	CNGMIB_00099	79.3	6.7e-19	0.989	0.817	0.506	UniRef:UniRef50_A0A1R0YC11
contig_1	cds	94187	95272	+	CNGMIB_00100	-	-	-	-	-	-
contig_1	cds	95269	96678	+	CNGMIB_00101	484.0	6.6e-167	0.987	0.963	0.544	UniRef:UniRef50_G4CUZ3
contig_1	cds	96888	97562	-	CNGMIB_00102	421.0	3.8e-150	1.0	1.0	0.951	UniRef:UniRef50_D7GD29
contig_1	cds	97815	98327	-	CNGMIB_00103	342.0	1.1e-120	1.0	1.0	0.988	UniRef:UniRef50_D7GD30
contig_1	cds	98293	99039	-	CNGMIB_00104	-	-	-	-	-	-
contig_1	cds	99300	99479	-	CNGMIB_00105	-	-	-	-	-	-
contig_1	cds	99449	99817	-	CNGMIB_00106	-	-	-	-	-	-
contig_1	cds	100181	100369	-	CNGMIB_00107	-	-	-	-	-	-
contig_1	cds	100308	100847	-	CNGMIB_00108	-	-	-	-	-	-
contig_1	cds	101357	102745	+	CNGMIB_00109	710.0	2.2e-255	0.991	0.861	0.725	UniRef:UniRef50_Q9L2H9
contig_1	cds	102870	103700	-	CNGMIB_00110	344.0	2.3e-117	0.967	0.837	0.704	UniRef:UniRef50_D6ZJD9
contig_1	cds	103786	105468	-	CNGMIB_00111	556.0	6.5e-192	1.034	0.952	0.549	UniRef:UniRef50_A0A1R1HZR4
contig_1	cds	105465	106445	-	CNGMIB_00112	342.0	9.6e-116	0.939	0.919	0.572	UniRef:UniRef50_F4CMU6
contig_1	cds	106622	107479	+	CNGMIB_00113	-	-	-	-	-	-
contig_1	cds	107510	108265	+	CNGMIB_00114	307.0	3.6e-104	0.964	0.917	0.616	UniRef:UniRef50_A0A7X7Q713
contig_1	cds	108465	110315	+	CNGMIB_00115	874.0	0.0	1.0	0.852	0.690	UniRef:UniRef50_A0A2A3ADJ2
contig_1	cds	110341	111099	+	CNGMIB_00116	322.0	1.1e-109	0.980	0.885	0.619	UniRef:UniRef50_C3PJY7
contig_1	cds	111176	112363	+	CNGMIB_00117	415.0	1.7e-141	1.101	0.978	0.526	UniRef:UniRef50_P9WNS7
contig_1	cds	112414	113559	+	CNGMIB_00118	396.0	1.0e-134	0.976	0.871	0.573	UniRef:UniRef50_R4YVJ3
contig_1	cds	113576	114334	-	CNGMIB_00119	254.0	3.4e-83	0.996	0.947	0.542	UniRef:UniRef50_A0A9X5LU76
contig_1	cds	114342	114983	-	CNGMIB_00120	250.0	9.5e-83	0.962	0.876	0.571	UniRef:UniRef50_D7GD45
contig_1	cds	115735	116547	+	CNGMIB_00121	-	-	-	-	-	-
contig_1	cds	116838	117680	-	CNGMIB_00122	267.0	2.0e-87	0.936	0.910	0.553	UniRef:UniRef50_A0A1H9R5U5
contig_1	cds	117677	118612	-	CNGMIB_00123	-	-	-	-	-	-
contig_1	cds	118857	119909	+	CNGMIB_00124	503.0	2.8e-178	0.937	0.911	0.790	UniRef:UniRef50_F5XM90
contig_1	cds	119906	120127	+	CNGMIB_00125	-	-	-	-	-	-
contig_1	cds	120153	120383	-	CNGMIB_00126	-	-	-	-	-	-
contig_1	cds	120485	120967	+	CNGMIB_00127	-	-	-	-	-	-
contig_1	cds	120967	121941	+	CNGMIB_00128	306.0	1.2e-101	0.969	0.963	0.516	UniRef:UniRef50_A0A1R1IJA7
contig_1	cds	121941	122906	+	CNGMIB_00129	347.0	9.8e-118	0.991	0.944	0.585	UniRef:UniRef50_S2W512
contig_1	cds	122903	123430	+	CNGMIB_00130	-	-	-	-	-	-
contig_1	cds	123427	123654	+	CNGMIB_00131	-	-	-	-	-	-
contig_1	cds	123703	125682	-	CNGMIB_00132	656.0	1.6e-228	0.992	0.936	0.518	UniRef:UniRef50_D7GD54
contig_1	cds	125833	126327	+	CNGMIB_00133	-	-	-	-	-	-
contig_1	cds	126510	127769	-	CNGMIB_00134	421.0	1.9e-143	1.043	0.969	0.513	UniRef:UniRef50_A0A0M2HP19
contig_1	cds	127821	128072	-	CNGMIB_00135	91.3	7.7e-24	0.964	0.808	0.575	UniRef:UniRef50_Q83N02
contig_1	cds	128134	128565	-	CNGMIB_00136	-	-	-	-	-	-
contig_1	cds	128541	129137	-	CNGMIB_00137	-	-	-	-	-	-
contig_1	cds	129141	130097	-	CNGMIB_00138	292.0	6.8e-96	1.0	0.898	0.547	UniRef:UniRef50_A0A839QQ99
contig_1	cds	130254	131468	-	CNGMIB_00139	464.0	9.5e-161	0.980	0.910	0.611	UniRef:UniRef50_U1F348
contig_1	cds	131554	132129	-	CNGMIB_00140	-	-	-	-	-	-
contig_1	cds	132129	132749	-	CNGMIB_00141	-	-	-	-	-	-
contig_1	cds	133003	133818	+	CNGMIB_00142	-	-	-	-	-	-
contig_1	cds	133815	135749	+	CNGMIB_00143	876.0	0.0	1.003	0.877	0.652	UniRef:UniRef50_A0A2J8GEE1
contig_1	cds	135712	135846	+	CNGMIB_00144	-	-	-	-	-	-
contig_1	cds	135979	136230	+	CNGMIB_00145	-	-	-	-	-	-
contig_1	cds	136311	136622	-	CNGMIB_00146	-	-	-	-	-	-
contig_1	cds	136667	138103	-	CNGMIB_00147	-	-	-	-	-	-
contig_1	cds	138353	138805	+	CNGMIB_00148	-	-	-	-	-	-
contig_1	cds	139078	140469	+	CNGMIB_00149	445.0	4.6e-152	0.946	0.938	0.553	UniRef:UniRef50_A0A3S5EV41
contig_1	cds	140466	141326	+	CNGMIB_00150	305.0	1.8e-101	0.990	0.840	0.534	UniRef:UniRef50_A0A410W791
contig_1	cds	141505	142842	-	CNGMIB_00151	485.0	3.7e-168	0.971	0.933	0.579	UniRef:UniRef50_A0A6N2TWS4
contig_1	cds	143145	143951	+	CNGMIB_00152	272.0	2.0e-89	1.011	0.874	0.520	UniRef:UniRef50_A0A0N7A2E6
contig_1	tRNA	144026	144099	-	CNGMIB_00153	80.7	-	-	-	-	-
contig_1	cds	144140	144601	-	CNGMIB_00154	-	-	-	-	-	-
contig_1	cds	144696	145805	+	CNGMIB_00155	459.0	1.6e-160	1.0	0.976	0.648	UniRef:UniRef50_C3PES4
contig_1	cds	145957	146643	+	CNGMIB_00156	261.0	8.7e-87	1.0	0.942	0.623	UniRef:UniRef50_A0A2U1T4B4
contig_1	cds	146682	147599	+	CNGMIB_00157	580.0	2.2e-210	1.0	1.0	1.0	UniRef:UniRef50_A0A1M6G9J5
contig_1	cds	147603	148844	+	CNGMIB_00158	-	-	-	-	-	-
contig_1	cds	148882	149256	-	CNGMIB_00159	-	-	-	-	-	-
contig_1	cds	150498	151118	+	CNGMIB_00160	-	-	-	-	-	-
contig_1	cds	151269	151751	+	CNGMIB_00161	181.0	9.3e-57	0.988	0.832	0.620	UniRef:UniRef50_Q9L1S9
contig_1	cds	151841	152482	+	CNGMIB_00162	189.0	6.2e-59	0.897	0.853	0.555	UniRef:UniRef50_A0A1H9R7L4
contig_1	cds	153188	154630	+	CNGMIB_00164	-	-	-	-	-	-
contig_1	cds	154712	155137	+	CNGMIB_00165	-	-	-	-	-	-
contig_1	cds	155274	155519	+	CNGMIB_00166	-	-	-	-	-	-
contig_1	cds	155675	156271	+	CNGMIB_00167	190.0	1.7e-59	1.020	0.910	0.550	UniRef:UniRef50_A0A553K3Y6
contig_1	cds	156516	159365	+	CNGMIB_00168	1070.0	0.0	0.984	0.875	0.612	UniRef:UniRef50_B1VUY4
contig_1	cds	159405	159947	-	CNGMIB_00169	366.0	5.9e-130	1.0	1.0	1.0	UniRef:UniRef50_A0A2C7ZV50
contig_1	cds	160028	160537	+	CNGMIB_00170	-	-	-	-	-	-
contig_1	cds	160539	160742	+	CNGMIB_00171	-	-	-	-	-	-
contig_1	cds	160664	160825	-	CNGMIB_00172	-	-	-	-	-	-
contig_1	cds	160801	161328	-	CNGMIB_00173	-	-	-	-	-	-
contig_1	cds	161409	162290	+	CNGMIB_00174	576.0	4.1e-209	1.0	1.0	0.993	UniRef:UniRef50_S2W0M7
contig_1	cds	162259	163431	+	CNGMIB_00175	401.0	1.9e-136	0.910	0.841	0.575	UniRef:UniRef50_A0A2N9JDQ9
contig_1	cds	163569	164702	-	CNGMIB_00176	-	-	-	-	-	-
contig_1	cds	165765	166103	+	CNGMIB_00177	-	-	-	-	-	-
contig_1	cds	166290	166574	-	CNGMIB_00178	-	-	-	-	-	-
contig_1	cds	166525	167502	-	CNGMIB_00179	-	-	-	-	-	-
contig_1	cds	167668	167874	-	CNGMIB_00180	81.6	1.4e-20	1.044	0.959	0.549	UniRef:UniRef50_A0A4R8C3T9
contig_1	cds	168214	171585	+	CNGMIB_00181	2182.0	0.0	1.0	1.0	0.998	UniRef:UniRef50_D7GD95
contig_1	cds	171582	174983	+	CNGMIB_00182	2123.0	0.0	0.983	0.996	0.987	UniRef:UniRef50_D7GD96
contig_1	cds	174947	175837	+	CNGMIB_00183	351.0	6.1e-120	0.983	0.915	0.577	UniRef:UniRef50_A0A375HZT3
contig_1	cds	175889	176422	-	CNGMIB_00184	-	-	-	-	-	-
contig_1	cds	176362	177741	-	CNGMIB_00185	-	-	-	-	-	-
contig_1	cds	177728	181090	-	CNGMIB_00186	1064.0	0.0	1.012	0.996	0.556	UniRef:UniRef50_D7GD99
contig_1	cds	181087	182043	-	CNGMIB_00187	-	-	-	-	-	-
contig_1	cds	182033	184459	-	CNGMIB_00188	-	-	-	-	-	-
contig_1	cds	184562	186715	+	CNGMIB_00189	736.0	1.0e-258	0.985	0.975	0.574	UniRef:UniRef50_D7GDA2
contig_1	cds	186772	187548	-	CNGMIB_00190	-	-	-	-	-	-
contig_1	cds	188055	188216	-	CNGMIB_00191	77.4	2.1e-19	1.0	0.981	0.679	UniRef:UniRef50_A0A6G7Y9J6
contig_1	cds	188653	189300	+	CNGMIB_00192	201.0	1.2e-63	0.833	0.852	0.592	UniRef:UniRef50_A0A1G7WES1
contig_1	cds	189332	190423	-	CNGMIB_00193	-	-	-	-	-	-
contig_1	cds	190420	190734	-	CNGMIB_00194	-	-	-	-	-	-
contig_1	cds	191178	192017	+	CNGMIB_00195	-	-	-	-	-	-
contig_1	cds	192136	192735	+	CNGMIB_00196	385.0	8.2e-137	1.045	1.0	0.957	UniRef:UniRef50_D7GDA9
contig_1	cds	192732	195671	+	CNGMIB_00197	-	-	-	-	-	-
contig_1	cds	195755	196336	-	CNGMIB_00198	-	-	-	-	-	-
contig_1	cds	196333	197118	-	CNGMIB_00199	-	-	-	-	-	-
contig_1	cds	197115	198389	-	CNGMIB_00200	462.0	1.9e-159	0.988	0.931	0.542	UniRef:UniRef50_S2VYP1
contig_1	cds	198534	199748	+	CNGMIB_00201	357.0	1.3e-118	0.903	0.833	0.512	UniRef:UniRef50_A0A2Y8ZN10
contig_1	cds	199915	200205	+	CNGMIB_00202	-	-	-	-	-	-
contig_1	tRNA	201598	201671	-	CNGMIB_00203	73.8	-	-	-	-	-
contig_1	cds	201880	203403	+	CNGMIB_00204	485.0	3.3e-166	0.913	0.875	0.527	UniRef:UniRef50_S2WYD3
contig_1	cds	203425	204378	+	CNGMIB_00205	296.0	2.1e-97	0.975	0.898	0.508	UniRef:UniRef50_A0A239WR68
contig_1	cds	204375	205190	+	CNGMIB_00206	509.0	1.7e-183	1.0	1.0	0.993	UniRef:UniRef50_D7GDB8
contig_1	cds	205192	206049	+	CNGMIB_00207	313.0	6.8e-105	0.954	0.819	0.607	UniRef:UniRef50_A0A448NXR3
contig_1	cds	206042	206869	+	CNGMIB_00208	375.0	3.6e-130	0.953	0.882	0.756	UniRef:UniRef50_A0A375HXK5
contig_1	cds	206903	208123	+	CNGMIB_00209	442.0	5.8e-152	0.975	0.874	0.586	UniRef:UniRef50_A0A1Q8JIM5
contig_1	cds	208113	209276	-	CNGMIB_00210	676.0	2.2e-245	0.912	0.905	0.986	UniRef:UniRef50_A0A2C7ASA9
contig_1	cds	209286	210233	-	CNGMIB_00211	279.0	3.8e-90	1.060	0.852	0.503	UniRef:UniRef50_H0QKR1
contig_1	cds	210390	211025	+	CNGMIB_00212	179.0	3.4e-55	0.934	0.980	0.558	UniRef:UniRef50_N0E3Q5
contig_1	cds	211022	211834	+	CNGMIB_00213	-	-	-	-	-	-
contig_1	cds	211831	213024	+	CNGMIB_00214	-	-	-	-	-	-
contig_1	cds	213095	213361	+	CNGMIB_00215	-	-	-	-	-	-
contig_1	cds	213358	213564	+	CNGMIB_00216	-	-	-	-	-	-
contig_1	cds	213644	214432	-	CNGMIB_00217	-	-	-	-	-	-
contig_1	cds	214563	215555	-	CNGMIB_00218	301.0	3.5e-99	0.930	0.895	0.541	UniRef:UniRef50_G4CZ07
contig_1	cds	215552	216016	-	CNGMIB_00219	-	-	-	-	-	-
contig_1	cds	216035	216229	+	CNGMIB_00220	-	-	-	-	-	-
contig_1	cds	216344	217072	+	CNGMIB_00221	-	-	-	-	-	-
contig_1	cds	217051	217332	+	CNGMIB_00222	-	-	-	-	-	-
contig_1	cds	217329	217802	+	CNGMIB_00223	-	-	-	-	-	-
contig_1	cds	217943	218530	+	CNGMIB_00224	228.0	3.2e-74	0.964	0.839	0.628	UniRef:UniRef50_A0A0G3H3X3
contig_1	cds	218523	218834	+	CNGMIB_00225	209.0	3.0e-70	1.0	0.912	1.0	UniRef:UniRef50_D7GDD4
contig_1	cds	219335	219586	+	CNGMIB_00226	-	-	-	-	-	-
contig_1	cds	219598	220173	+	CNGMIB_00227	-	-	-	-	-	-
contig_1	cds	220173	220841	+	CNGMIB_00228	-	-	-	-	-	-
contig_1	cds	220946	221194	-	CNGMIB_00229	116.0	7.6e-34	0.951	0.848	0.603	UniRef:UniRef50_D7GDD7
contig_1	cds	221439	225134	-	CNGMIB_00230	1459.0	0.0	0.965	0.860	0.622	UniRef:UniRef50_A0R2B1
contig_1	cds	225293	225802	-	CNGMIB_00231	-	-	-	-	-	-
contig_1	cds	225760	226698	-	CNGMIB_00232	-	-	-	-	-	-
contig_1	cds	226691	227659	-	CNGMIB_00233	-	-	-	-	-	-
contig_1	cds	227635	227985	-	CNGMIB_00234	-	-	-	-	-	-
contig_1	cds	228126	228656	-	CNGMIB_00235	-	-	-	-	-	-
contig_1	cds	228653	228844	-	CNGMIB_00236	-	-	-	-	-	-
contig_1	cds	228856	229542	-	CNGMIB_00237	-	-	-	-	-	-
contig_1	cds	229647	230147	+	CNGMIB_00238	-	-	-	-	-	-
contig_1	cds	230144	230503	+	CNGMIB_00239	-	-	-	-	-	-
contig_1	tRNA	230673	230744	-	CNGMIB_00240	72.7	-	-	-	-	-
contig_1	cds	232289	233248	+	CNGMIB_00241	-	-	-	-	-	-
contig_1	cds	233245	233613	+	CNGMIB_00242	-	-	-	-	-	-
contig_1	cds	233622	234245	+	CNGMIB_00243	224.0	4.8e-73	0.928	0.923	0.542	UniRef:UniRef50_A0A4U1AGU8
contig_1	cds	234639	234902	+	CNGMIB_00244	-	-	-	-	-	-
contig_1	cds	234850	235188	+	CNGMIB_00245	-	-	-	-	-	-
contig_1	cds	235164	236516	+	CNGMIB_00246	423.0	4.9e-144	0.800	0.818	0.592	UniRef:UniRef50_A0A1I3REV3
contig_1	cds	236727	236951	+	CNGMIB_00247	101.0	2.8e-28	0.905	0.918	0.657	UniRef:UniRef50_A0A239VDH6
contig_1	cds	237058	238137	+	CNGMIB_00248	402.0	2.4e-137	0.967	0.834	0.628	UniRef:UniRef50_Q4JUI9
contig_1	cds	238134	239012	+	CNGMIB_00249	359.0	2.3e-123	0.986	0.938	0.622	UniRef:UniRef50_D7GDE9
contig_1	cds	239009	239746	+	CNGMIB_00250	-	-	-	-	-	-
contig_1	cds	239895	241031	+	CNGMIB_00251	-	-	-	-	-	-
contig_1	cds	241109	241546	+	CNGMIB_00252	-	-	-	-	-	-
contig_1	cds	241543	241767	+	CNGMIB_00253	-	-	-	-	-	-
contig_1	cds	241760	242641	+	CNGMIB_00254	412.0	1.9e-144	0.952	0.933	0.720	UniRef:UniRef50_D7GDF5
contig_1	cds	242687	242905	+	CNGMIB_00255	94.4	1.7e-25	0.986	0.910	0.676	UniRef:UniRef50_D7GDF6
contig_1	cds	242916	243470	+	CNGMIB_00256	-	-	-	-	-	-
contig_1	cds	243656	244246	+	CNGMIB_00257	-	-	-	-	-	-
