# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	74126	74869	-	FGLLDJ_00064	511.0	4.7e-185	1.0	1.0	1.0	UniRef:UniRef50_D7GEV8
contig_1	cds	74900	76246	-	FGLLDJ_00065	676.0	1.6e-242	0.960	0.838	0.763	UniRef:UniRef50_K4QXR3
contig_1	cds	76397	77338	-	FGLLDJ_00066	598.0	1.1e-216	0.994	0.866	0.997	UniRef:UniRef50_D7GEW0
contig_1	cds	77331	78176	-	FGLLDJ_00067	339.0	5.7e-116	0.904	0.891	0.646	UniRef:UniRef50_A0A2C7Z4N7
contig_1	cds	78293	79414	-	FGLLDJ_00068	669.0	3.7e-243	1.0	1.0	0.989	UniRef:UniRef50_D7GEW2
contig_1	cds	79675	79944	+	FGLLDJ_00069	-	-	-	-	-	-
contig_1	cds	80075	80587	-	FGLLDJ_00070	191.0	7.4e-61	0.959	0.916	0.577	UniRef:UniRef50_X5E762
contig_1	cds	80914	81930	+	FGLLDJ_00071	516.0	7.4e-184	1.0	1.0	0.950	UniRef:UniRef50_D7GEW5
contig_1	cds	82119	83216	+	FGLLDJ_00072	379.0	2.5e-128	1.036	0.911	0.526	UniRef:UniRef50_D7GEW6
contig_1	cds	83308	83976	+	FGLLDJ_00073	411.0	3.0e-146	1.0	1.0	1.0	UniRef:UniRef50_D7GEW7
contig_1	cds	84002	84685	+	FGLLDJ_00074	-	-	-	-	-	-
contig_1	cds	84825	85250	+	FGLLDJ_00075	-	-	-	-	-	-
contig_1	cds	85291	86340	-	FGLLDJ_00076	337.0	3.5e-112	0.980	0.859	0.512	UniRef:UniRef50_A0JX18
contig_1	cds	86340	86774	-	FGLLDJ_00077	-	-	-	-	-	-
contig_1	cds	87055	87819	-	FGLLDJ_00078	283.0	2.9e-95	0.823	1.020	0.622	UniRef:UniRef50_A0A538KFT4
contig_1	cds	87816	89837	-	FGLLDJ_00079	952.0	0.0	0.987	0.901	0.712	UniRef:UniRef50_Q7VCP1
contig_1	cds	89834	90595	-	FGLLDJ_00080	250.0	1.1e-81	0.996	0.958	0.571	UniRef:UniRef50_D7GEH0
contig_1	cds	90693	91391	+	FGLLDJ_00081	258.0	1.4e-85	0.931	0.908	0.569	UniRef:UniRef50_D7GEH1
contig_1	cds	91399	92124	-	FGLLDJ_00082	303.0	4.2e-102	1.071	0.884	0.597	UniRef:UniRef50_Q820Y0
contig_1	cds	92190	92741	-	FGLLDJ_00083	205.0	7.4e-66	0.962	0.850	0.636	UniRef:UniRef50_A0A1H1QB06
contig_1	cds	92750	93004	-	FGLLDJ_00084	103.0	7.0e-29	1.0	1.0	0.643	UniRef:UniRef50_O33015
contig_1	cds	93007	93498	-	FGLLDJ_00085	305.0	4.1e-106	1.0	1.0	1.0	UniRef:UniRef50_F5XRG6
contig_1	cds	93676	94734	-	FGLLDJ_00086	369.0	1.2e-124	0.972	0.812	0.564	UniRef:UniRef50_A0A1R4JE92
contig_1	cds	94799	96370	-	FGLLDJ_00087	457.0	2.4e-155	0.832	0.851	0.563	UniRef:UniRef50_A0A931WTU0
contig_1	cds	96497	97651	-	FGLLDJ_00088	-	-	-	-	-	-
contig_1	cds	97743	97940	-	FGLLDJ_00089	-	-	-	-	-	-
contig_1	cds	98022	101567	-	FGLLDJ_00090	-	-	-	-	-	-
contig_1	cds	101605	102219	-	FGLLDJ_00091	264.0	1.8e-88	0.971	0.917	0.662	UniRef:UniRef50_A0A7I9UWQ6
contig_1	cds	102231	103136	-	FGLLDJ_00092	263.0	1.1e-85	0.970	1.0	0.503	UniRef:UniRef50_A0A7X7JWG0
contig_1	cds	103136	103858	-	FGLLDJ_00093	254.0	1.8e-83	0.988	0.915	0.578	UniRef:UniRef50_A0A3S4YR79
contig_1	cds	103845	104057	-	FGLLDJ_00094	150.0	9.2e-48	1.0	1.0	1.0	UniRef:UniRef50_C5C3G5
contig_1	cds	104208	104693	-	FGLLDJ_00095	171.0	2.7e-53	0.969	0.951	0.564	UniRef:UniRef50_A0A7Y9JB07
contig_1	cds	104856	105341	-	FGLLDJ_00096	181.0	3.1e-57	0.969	0.886	0.596	UniRef:UniRef50_Q6A7Q4
contig_1	cds	105334	105933	-	FGLLDJ_00097	184.0	5.6e-57	0.955	0.876	0.547	UniRef:UniRef50_A0A516PYR1
contig_1	cds	106009	106431	+	FGLLDJ_00098	243.0	5.1e-82	0.993	0.869	0.770	UniRef:UniRef50_S3WNI1
contig_1	cds	106521	108800	-	FGLLDJ_00099	904.0	0.0	1.003	0.945	0.624	UniRef:UniRef50_D7GEI9
contig_1	cds	108931	109116	-	FGLLDJ_00100	69.7	4.2e-16	1.0	0.953	0.557	UniRef:UniRef50_A0A349HZS7
contig_1	cds	109251	111002	-	FGLLDJ_00101	782.0	8.3e-281	0.950	0.919	0.693	UniRef:UniRef50_A0A1J4N471
contig_1	cds	111090	111578	+	FGLLDJ_00102	-	-	-	-	-	-
contig_1	cds	111606	112331	-	FGLLDJ_00103	444.0	1.4e-158	1.0	1.0	1.0	UniRef:UniRef50_A0A2C7Z9N9
contig_1	cds	112337	113077	-	FGLLDJ_00104	273.0	5.2e-90	1.0	0.809	0.593	UniRef:UniRef50_P9WP23
contig_1	cds	113283	115505	-	FGLLDJ_00105	955.0	0.0	0.970	0.966	0.695	UniRef:UniRef50_Q6A7P6
contig_1	ncRNA-region	115555	115611	-	-	55.5	1.9e-08	-	-	-	RFAM:RF01688
contig_1	cds	115830	116093	-	FGLLDJ_00106	97.4	2.7e-26	0.943	0.891	0.573	UniRef:UniRef50_A0A2D5A733
contig_1	cds	116197	117174	-	FGLLDJ_00107	288.0	6.0e-94	0.951	0.868	0.521	UniRef:UniRef50_A0A7Z0IM09
contig_1	cds	117500	119026	-	FGLLDJ_00108	759.0	2.2e-273	1.0	0.868	0.738	UniRef:UniRef50_C5C1C4
contig_1	cds	119084	119875	-	FGLLDJ_00109	264.0	1.8e-86	0.973	0.886	0.535	UniRef:UniRef50_A0A024H202
contig_1	cds	120120	121016	-	FGLLDJ_00110	276.0	6.7e-90	1.003	0.852	0.538	UniRef:UniRef50_A0A0U5BHG3
contig_1	cds	121013	121453	-	FGLLDJ_00111	154.0	5.0e-47	1.014	0.974	0.574	UniRef:UniRef50_S3WT29
contig_1	cds	121453	124374	-	FGLLDJ_00112	740.0	5.2e-253	1.045	1.064	0.540	UniRef:UniRef50_A0A7K1D7L7
contig_1	cds	124570	124767	-	FGLLDJ_00113	-	-	-	-	-	-
contig_1	cds	124914	125972	-	FGLLDJ_00114	412.0	1.6e-141	0.974	0.821	0.638	UniRef:UniRef50_P9WIV3
contig_1	cds	125974	126447	-	FGLLDJ_00115	-	-	-	-	-	-
contig_1	cds	126717	127703	+	FGLLDJ_00116	615.0	1.2e-223	1.0	1.0	0.985	UniRef:UniRef50_D7GEK6
contig_1	cds	127762	129582	-	FGLLDJ_00117	744.0	8.4e-266	0.972	1.005	0.643	UniRef:UniRef50_Q9KYR6
contig_1	cds	129667	130509	-	FGLLDJ_00118	320.0	2.9e-108	0.993	0.946	0.568	UniRef:UniRef50_S3WT36
contig_1	cds	130649	131815	-	FGLLDJ_00119	504.0	9.6e-178	0.936	0.924	0.722	UniRef:UniRef50_A0A1G8B9E4
contig_1	cds	131888	133081	-	FGLLDJ_00120	400.0	2.8e-136	0.962	0.941	0.584	UniRef:UniRef50_Q8FP80
contig_1	cds	133152	134288	-	FGLLDJ_00121	415.0	2.5e-142	0.955	0.887	0.565	UniRef:UniRef50_A6W7W9
contig_1	cds	134285	135130	-	FGLLDJ_00122	367.0	9.3e-127	0.996	0.949	0.639	UniRef:UniRef50_U2SJX3
contig_1	cds	135139	135696	-	FGLLDJ_00123	192.0	6.9e-61	0.995	0.963	0.549	UniRef:UniRef50_A5CQS7
contig_1	cds	135769	136482	-	FGLLDJ_00124	300.0	3.2e-101	0.966	0.806	0.677	UniRef:UniRef50_G7CKN0
contig_1	cds	136655	137467	-	FGLLDJ_00125	246.0	3.8e-79	0.989	0.870	0.521	UniRef:UniRef50_A0QVB9
contig_1	cds	137506	138483	-	FGLLDJ_00126	-	-	-	-	-	-
contig_1	cds	138777	139961	+	FGLLDJ_00127	715.0	1.0e-260	1.028	1.0	0.970	UniRef:UniRef50_D7GEL7
contig_1	cds	140005	140931	-	FGLLDJ_00128	312.0	7.7e-104	1.032	0.886	0.566	UniRef:UniRef50_A0A516PYK2
contig_1	cds	141080	141700	+	FGLLDJ_00129	-	-	-	-	-	-
contig_1	cds	141734	142150	-	FGLLDJ_00130	-	-	-	-	-	-
contig_1	cds	142478	142783	+	FGLLDJ_00131	194.0	1.7e-64	1.0	1.0	0.970	UniRef:UniRef50_A0A1J6XBV7
contig_1	cds	142890	146015	-	FGLLDJ_00132	1351.0	0.0	0.991	1.004	0.669	UniRef:UniRef50_A0A7M1MD85
contig_1	cds	146012	147214	-	FGLLDJ_00133	370.0	4.3e-124	1.060	1.012	0.559	UniRef:UniRef50_A0A3P3VY75
contig_1	cds	147211	148137	-	FGLLDJ_00134	400.0	5.5e-139	1.0	0.960	0.675	UniRef:UniRef50_A0A2C8AD52
contig_1	cds	148134	149705	-	FGLLDJ_00135	603.0	7.0e-212	1.054	0.987	0.575	UniRef:UniRef50_A0A168RIY5
contig_1	cds	149801	150694	-	FGLLDJ_00136	-	-	-	-	-	-
contig_1	cds	150835	151878	+	FGLLDJ_00137	368.0	8.5e-125	0.928	0.859	0.581	UniRef:UniRef50_S4XJS1
contig_1	cds	151960	152754	-	FGLLDJ_00138	306.0	7.9e-103	0.989	0.873	0.609	UniRef:UniRef50_N0DZ94
contig_1	cds	152907	153656	+	FGLLDJ_00139	272.0	2.8e-90	0.976	0.935	0.580	UniRef:UniRef50_D7GEM3
contig_1	cds	153732	154505	-	FGLLDJ_00140	249.0	1.2e-80	1.0	0.883	0.502	UniRef:UniRef50_A0A3S9IDG2
contig_1	cds	154595	155290	-	FGLLDJ_00141	252.0	1.4e-82	0.991	0.821	0.590	UniRef:UniRef50_A0AA96TIQ6
contig_1	cds	155399	156145	+	FGLLDJ_00142	286.0	4.0e-96	1.032	1.0	0.641	UniRef:UniRef50_A0A7W7SVS4
contig_1	cds	156153	156986	+	FGLLDJ_00143	301.0	9.8e-101	0.978	0.863	0.590	UniRef:UniRef50_A0A8B3FML0
contig_1	cds	157137	158735	-	FGLLDJ_00144	662.0	8.9e-234	1.002	0.839	0.651	UniRef:UniRef50_F8E2K2
contig_1	cds	159009	159458	-	FGLLDJ_00145	192.0	4.1e-62	0.872	0.828	0.738	UniRef:UniRef50_D7B0Y2
contig_1	cds	159455	159907	-	FGLLDJ_00146	146.0	2.0e-43	1.047	0.877	0.516	UniRef:UniRef50_A0A2V4AGS7
contig_1	cds	159904	161160	-	FGLLDJ_00147	579.0	8.1e-205	0.983	0.811	0.710	UniRef:UniRef50_A0A0F6R0E5
contig_1	cds	161150	161899	-	FGLLDJ_00148	322.0	1.2e-109	0.996	0.864	0.653	UniRef:UniRef50_A0A0H3ECA5
contig_1	cds	161904	162251	-	FGLLDJ_00149	119.0	3.1e-34	0.974	0.903	0.571	UniRef:UniRef50_S3WR35
contig_1	cds	162248	163465	-	FGLLDJ_00150	451.0	1.6e-155	0.923	0.815	0.594	UniRef:UniRef50_A0A560WB18
contig_1	cds	163465	164922	-	FGLLDJ_00151	734.0	7.8e-265	0.959	0.903	0.748	UniRef:UniRef50_A0A0B5DBN4
contig_1	cds	164919	165683	-	FGLLDJ_00152	265.0	1.2e-87	0.874	0.857	0.608	UniRef:UniRef50_D7GEN7
contig_1	cds	165952	166326	+	FGLLDJ_00153	129.0	1.5e-37	0.935	0.841	0.552	UniRef:UniRef50_K0YTF8
contig_1	cds	166323	167021	+	FGLLDJ_00154	257.0	1.7e-84	0.974	0.804	0.562	UniRef:UniRef50_S2W1S5
contig_1	cds	167018	167833	+	FGLLDJ_00155	510.0	6.1e-184	1.0	1.0	1.0	UniRef:UniRef50_A0A2C8ACJ9
contig_1	cds	167985	168605	-	FGLLDJ_00156	179.0	2.9e-55	0.951	0.975	0.520	UniRef:UniRef50_C0XT29
contig_1	cds	168610	169500	-	FGLLDJ_00157	451.0	2.9e-159	0.983	0.936	0.808	UniRef:UniRef50_P37527
contig_1	cds	169596	171026	+	FGLLDJ_00158	466.0	1.5e-159	1.015	0.945	0.557	UniRef:UniRef50_A0A383S401
contig_2	cds	1	1569	+	FGLLDJ_00159	608.0	5.1e-214	1.054	0.986	0.585	UniRef:UniRef50_A0A168RIY5
contig_2	cds	1566	2750	+	FGLLDJ_00160	-	-	-	-	-	-
contig_2	cds	2747	5785	+	FGLLDJ_00161	1222.0	0.0	1.017	1.001	0.623	UniRef:UniRef50_A0A7M1MD85
contig_2	cds	5859	7427	+	FGLLDJ_00162	-	-	-	-	-	-
contig_2	cds	7542	8495	-	FGLLDJ_00163	630.0	1.2e-229	1.0	0.997	0.968	UniRef:UniRef50_D7GHR7
contig_2	cds	8923	9810	-	FGLLDJ_00164	508.0	1.3e-181	1.0	0.908	0.834	UniRef:UniRef50_A0A916YFP2
contig_2	ncRNA-region	9754	9888	-	-	52.0	5.1e-09	-	-	-	RFAM:RF01497
contig_2	cds	9843	10187	-	FGLLDJ_00165	147.0	3.3e-45	0.991	1.0	0.681	UniRef:UniRef50_A0A077M6R0
contig_2	cds	10501	11307	-	FGLLDJ_00166	528.0	7.7e-191	0.993	0.914	1.0	UniRef:UniRef50_D7GHP3
contig_2	cds	11485	13020	-	FGLLDJ_00167	1006.0	0.0	1.0	0.884	0.996	UniRef:UniRef50_D7GHP4
contig_2	cds	13279	14142	-	FGLLDJ_00168	286.0	6.0e-94	1.014	0.820	0.526	UniRef:UniRef50_A0A853B079
contig_2	cds	14135	14860	-	FGLLDJ_00169	-	-	-	-	-	-
contig_2	cds	15407	16030	-	FGLLDJ_00170	-	-	-	-	-	-
contig_2	cds	16151	16432	+	FGLLDJ_00171	-	-	-	-	-	-
contig_2	cds	17151	17588	+	FGLLDJ_00172	-	-	-	-	-	-
contig_2	cds	17728	18408	-	FGLLDJ_00173	215.0	7.8e-69	0.982	0.978	0.527	UniRef:UniRef50_D7GHT2
contig_2	cds	18529	19803	-	FGLLDJ_00174	523.0	1.0e-182	1.002	0.840	0.633	UniRef:UniRef50_Q6A5P0
contig_2	cds	19930	21555	+	FGLLDJ_00175	1027.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_D7GHT0
contig_2	cds	21435	22421	-	FGLLDJ_00176	335.0	2.3e-112	0.921	0.825	0.606	UniRef:UniRef50_D7GHS9
contig_2	cds	22963	23643	+	FGLLDJ_00177	365.0	3.9e-128	1.0	1.0	0.942	UniRef:UniRef50_D7GHS8
contig_2	cds	23936	24889	-	FGLLDJ_00178	642.0	1.4e-233	1.0	0.864	0.991	UniRef:UniRef50_D7GHS7
contig_2	cds	24882	26615	-	FGLLDJ_00179	1023.0	0.0	1.069	1.008	0.862	UniRef:UniRef50_A0A0B7NZ33
contig_2	cds	26852	27841	+	FGLLDJ_00180	536.0	2.3e-191	0.960	0.823	0.807	UniRef:UniRef50_A0A1E7XGG6
contig_2	cds	28042	29229	+	FGLLDJ_00181	399.0	4.9e-135	1.172	1.0	0.555	UniRef:UniRef50_G9PEV7
contig_2	cds	29226	31046	+	FGLLDJ_00182	-	-	-	-	-	-
contig_3	cds	1	2850	+	FGLLDJ_00183	1070.0	0.0	0.984	0.875	0.612	UniRef:UniRef50_B1VUY4
contig_3	cds	2890	3432	-	FGLLDJ_00184	366.0	5.9e-130	1.0	1.0	1.0	UniRef:UniRef50_A0A2C7ZV50
contig_3	cds	3513	4022	+	FGLLDJ_00185	-	-	-	-	-	-
contig_3	cds	4024	4227	+	FGLLDJ_00186	-	-	-	-	-	-
contig_3	cds	4149	4310	-	FGLLDJ_00187	-	-	-	-	-	-
contig_3	cds	4286	4762	-	FGLLDJ_00188	-	-	-	-	-	-
contig_3	cds	4894	5775	+	FGLLDJ_00189	578.0	3.5e-210	1.0	1.0	0.997	UniRef:UniRef50_S2W0M7
contig_3	cds	5744	6916	+	FGLLDJ_00190	404.0	1.6e-137	0.910	0.841	0.577	UniRef:UniRef50_A0A2N9JDQ9
contig_3	cds	7054	8559	-	FGLLDJ_00191	456.0	9.9e-156	0.816	0.878	0.572	UniRef:UniRef50_K0YFQ0
contig_3	cds	8835	9590	+	FGLLDJ_00192	-	-	-	-	-	-
contig_3	cds	9777	10061	-	FGLLDJ_00193	-	-	-	-	-	-
contig_3	cds	10118	10990	-	FGLLDJ_00194	350.0	3.3e-119	0.962	0.813	0.652	UniRef:UniRef50_A0A383S377
contig_3	cds	11156	11362	-	FGLLDJ_00195	81.6	1.4e-20	1.044	0.959	0.549	UniRef:UniRef50_A0A4R8C3T9
contig_3	cds	11702	15073	+	FGLLDJ_00196	2182.0	0.0	1.0	1.0	0.998	UniRef:UniRef50_D7GD95
contig_3	cds	15070	18426	+	FGLLDJ_00197	2160.0	0.0	1.0	1.0	0.997	UniRef:UniRef50_D7GD96
contig_3	cds	18436	19326	+	FGLLDJ_00198	351.0	6.1e-120	0.983	0.915	0.577	UniRef:UniRef50_A0A375HZT3
contig_3	cds	19378	21231	-	FGLLDJ_00199	570.0	1.9e-196	1.002	0.979	0.549	UniRef:UniRef50_D7GD98
contig_3	cds	21218	24580	-	FGLLDJ_00200	1064.0	0.0	1.012	0.996	0.556	UniRef:UniRef50_D7GD99
contig_3	cds	24577	27951	-	FGLLDJ_00201	2264.0	0.0	1.0	1.0	0.999	UniRef:UniRef50_D7GDA0
contig_3	cds	28054	30210	+	FGLLDJ_00202	823.0	5.9e-293	0.958	0.950	0.624	UniRef:UniRef50_D7GDA2
contig_3	cds	30267	31292	-	FGLLDJ_00203	661.0	1.2e-240	1.0	0.909	1.0	UniRef:UniRef50_D7GDA3
contig_3	cds	31551	31712	-	FGLLDJ_00204	77.4	2.1e-19	1.0	0.981	0.679	UniRef:UniRef50_A0A6G7Y9J6
contig_3	cds	32149	32796	+	FGLLDJ_00205	201.0	1.2e-63	0.833	0.852	0.592	UniRef:UniRef50_A0A1G7WES1
contig_3	cds	32828	34231	-	FGLLDJ_00206	906.0	0.0	1.0	0.973	1.0	UniRef:UniRef50_D7GDA6
contig_3	cds	34472	35515	+	FGLLDJ_00207	344.0	1.2e-115	1.0	0.943	0.510	UniRef:UniRef50_A0A8B3FTW2
contig_3	cds	35634	36233	+	FGLLDJ_00208	385.0	8.2e-137	1.045	1.0	0.957	UniRef:UniRef50_D7GDA9
contig_3	cds	36230	39169	+	FGLLDJ_00209	-	-	-	-	-	-
contig_3	cds	39253	40617	-	FGLLDJ_00210	887.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_D7GDB1
contig_3	cds	40614	41888	-	FGLLDJ_00211	462.0	1.9e-159	0.988	0.931	0.542	UniRef:UniRef50_S2VYP1
contig_3	cds	42033	43247	+	FGLLDJ_00212	357.0	1.3e-118	0.903	0.833	0.512	UniRef:UniRef50_A0A2Y8ZN10
contig_3	cds	43414	43704	+	FGLLDJ_00213	-	-	-	-	-	-
